Order_ID,From,To,Shipment_Date,Delivery_Date,Distance,Shipment_Cost,Order_Date
O074674,Ahmedabad,Vadodara,01-10-2023,02-10-2023,101,5110,01-10-2023
O074675,Jaipur,Jaipur,01-10-2023,02-10-2023,0,2000,01-10-2023
O074676,Bangalore,Mysore,02-10-2023,03-10-2023,128,6201,01-10-2023
O074677,Bhubaneswar,Bhubaneswar,01-10-2023,02-10-2023,0,2780,01-10-2023
O074678,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2720,01-10-2023
O074679,Ranchi,Dhanbad,01-10-2023,02-10-2023,122,5448,01-10-2023
O074680,Chennai,Madurai,01-10-2023,04-10-2023,422,14771,01-10-2023
O074681,Chandigarh,Faridabad,01-10-2023,03-10-2023,264,9953,01-10-2023
O074682,Chennai,Chennai,01-10-2023,02-10-2023,0,2580,01-10-2023
O074683,Chennai,Vellore,01-10-2023,02-10-2023,125,5217,01-10-2023
O074684,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2000,01-10-2023
O074685,Bhubaneswar,Bhubaneswar,01-10-2023,02-10-2023,0,2320,01-10-2023
O074686,Mumbai,Thane,01-10-2023,02-10-2023,19,3175,01-10-2023
O074687,Chennai,Madurai,01-10-2023,04-10-2023,422,15491,01-10-2023
O074688,Bhopal,Jabalpur,01-10-2023,03-10-2023,260,10082,01-10-2023
O074689,New Delhi,New Delhi,01-10-2023,02-10-2023,0,2040,01-10-2023
O074690,Hyderabad,Vijayawada,01-10-2023,03-10-2023,250,9545,01-10-2023
O074691,Mumbai,Nagpur,01-10-2023,05-10-2023,688,21861,01-10-2023
O074692,Chandigarh,Gurgaon,01-10-2023,03-10-2023,254,10149,01-10-2023
O074693,Bhopal,Indore,01-10-2023,02-10-2023,170,7113,01-10-2023
O074694,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2980,01-10-2023
O074695,Chennai,Madurai,01-10-2023,04-10-2023,422,14771,01-10-2023
O074696,Chennai,Salem,01-10-2023,03-10-2023,280,10648,01-10-2023
O074697,Lucknow,Noida,02-10-2023,04-10-2023,397,13930,01-10-2023
O074698,Patna,Patna,01-10-2023,02-10-2023,0,2320,01-10-2023
O074699,Lucknow,Ghaziabad,01-10-2023,03-10-2023,399,13713,01-10-2023
O074700,Ahmedabad,Vadodara,01-10-2023,02-10-2023,101,4730,01-10-2023
O074701,Chandigarh,Chandigarh,01-10-2023,02-10-2023,0,2420,01-10-2023
O074702,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2040,01-10-2023
O074703,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14786,01-10-2023
O074704,Bhopal,Jabalpur,01-10-2023,03-10-2023,260,9622,01-10-2023
O074705,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14906,01-10-2023
O074706,Chennai,Chennai,01-10-2023,02-10-2023,0,2340,01-10-2023
O074707,Jaipur,Jaipur,01-10-2023,02-10-2023,0,2360,01-10-2023
O074708,Lucknow,Lucknow,01-10-2023,02-10-2023,0,2300,01-10-2023
O074709,Lucknow,Lucknow,01-10-2023,02-10-2023,0,2380,01-10-2023
O074710,Chandigarh,Faridabad,01-10-2023,03-10-2023,264,10473,01-10-2023
O074711,Lucknow,Noida,01-10-2023,03-10-2023,397,13850,01-10-2023
O074712,Bhubaneswar,Bhubaneswar,01-10-2023,02-10-2023,0,2040,01-10-2023
O074713,Mumbai,Pune,01-10-2023,02-10-2023,120,5004,01-10-2023
O074714,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2720,01-10-2023
O074715,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2960,01-10-2023
O074716,Jaipur,Udaipur,01-10-2023,03-10-2023,335,11693,01-10-2023
O074717,Patna,Patna,01-10-2023,02-10-2023,0,2620,01-10-2023
O074718,Chandigarh,Gurgaon,01-10-2023,03-10-2023,254,9449,01-10-2023
O074719,Mumbai,Pune,01-10-2023,02-10-2023,120,5224,01-10-2023
O074720,Chennai,Madurai,01-10-2023,04-10-2023,422,15531,01-10-2023
O074721,Chennai,Madurai,01-10-2023,04-10-2023,422,15031,01-10-2023
O074722,Jaipur,Jodhpur,01-10-2023,03-10-2023,285,11060,01-10-2023
O074723,Kolkata,Kolkata,01-10-2023,02-10-2023,0,2440,01-10-2023
O074724,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2080,01-10-2023
O074725,Chennai,Vellore,01-10-2023,02-10-2023,125,5117,01-10-2023
O074726,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2200,01-10-2023
O074727,Ranchi,Ranchi,01-10-2023,02-10-2023,0,2600,01-10-2023
O074728,Mumbai,Thane,01-10-2023,02-10-2023,19,2575,01-10-2023
O074729,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2540,01-10-2023
O074730,Chandigarh,Gurgaon,01-10-2023,03-10-2023,254,10229,01-10-2023
O074731,Chennai,Vellore,01-10-2023,02-10-2023,125,5677,01-10-2023
O074732,Bhopal,Bhopal,01-10-2023,02-10-2023,0,2160,01-10-2023
O074733,Ahmedabad,Surat,01-10-2023,03-10-2023,208,8992,01-10-2023
O074734,Ahmedabad,Ahmedabad,01-10-2023,02-10-2023,0,2200,01-10-2023
O074735,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14686,01-10-2023
O074736,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14846,01-10-2023
O074737,Raipur,Raipur,01-10-2023,02-10-2023,0,2760,01-10-2023
O074738,Lucknow,Lucknow,01-10-2023,02-10-2023,0,2920,01-10-2023
O074739,Lucknow,Ghaziabad,01-10-2023,03-10-2023,399,13013,01-10-2023
O074740,Bangalore,Mysore,01-10-2023,02-10-2023,128,5441,01-10-2023
O074741,Chennai,Coimbatore,01-10-2023,04-10-2023,427,15106,01-10-2023
O074742,Ahmedabad,Vadodara,01-10-2023,02-10-2023,101,4530,01-10-2023
O074743,Mumbai,Aurangabad,01-10-2023,03-10-2023,273,10594,01-10-2023
O074744,Chennai,Coimbatore,01-10-2023,04-10-2023,427,15406,01-10-2023
O074745,Ahmedabad,Ahmedabad,01-10-2023,02-10-2023,0,2660,01-10-2023
O074746,Chandigarh,Gurgaon,01-10-2023,03-10-2023,254,9349,01-10-2023
O074747,Hyderabad,Vijayawada,01-10-2023,03-10-2023,250,9685,01-10-2023
O074748,Chennai,Madurai,01-10-2023,04-10-2023,422,15111,01-10-2023
O074749,Mumbai,Nagpur,01-10-2023,05-10-2023,688,21701,01-10-2023
O074750,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2380,01-10-2023
O074751,Patna,Patna,01-10-2023,02-10-2023,0,2300,01-10-2023
O074752,Chennai,Vellore,01-10-2023,02-10-2023,125,6057,01-10-2023
O074753,Kolkata,Kolkata,01-10-2023,02-10-2023,0,2840,01-10-2023
O074754,Chennai,Madurai,01-10-2023,04-10-2023,422,14651,01-10-2023
O074755,Kolkata,Kolkata,01-10-2023,02-10-2023,0,2360,01-10-2023
O074756,Bhopal,Jabalpur,01-10-2023,03-10-2023,260,10382,01-10-2023
O074757,Lucknow,Noida,01-10-2023,03-10-2023,397,13570,01-10-2023
O074758,Hyderabad,Visakhapatnam,01-10-2023,04-10-2023,503,16890,01-10-2023
O074759,Jaipur,Udaipur,01-10-2023,03-10-2023,335,12353,01-10-2023
O074760,Ahmedabad,Vadodara,01-10-2023,02-10-2023,101,4590,01-10-2023
O074761,Ranchi,Jamshedpur,01-10-2023,02-10-2023,108,5361,01-10-2023
O074762,Hyderabad,Hyderabad,01-10-2023,02-10-2023,0,2720,01-10-2023
O074763,Hyderabad,Visakhapatnam,01-10-2023,04-10-2023,503,17170,01-10-2023
O074764,Chennai,Coimbatore,01-10-2023,04-10-2023,427,15146,01-10-2023
O074765,Ahmedabad,Surat,01-10-2023,03-10-2023,208,8992,01-10-2023
O074766,Ranchi,Jamshedpur,01-10-2023,02-10-2023,108,5521,01-10-2023
O074767,Chennai,Madurai,01-10-2023,04-10-2023,422,15171,01-10-2023
O074768,Chandigarh,Gurgaon,01-10-2023,03-10-2023,254,9849,01-10-2023
O074769,Mumbai,Mumbai,01-10-2023,02-10-2023,0,2360,01-10-2023
O074770,Jaipur,Jaipur,01-10-2023,02-10-2023,0,2640,01-10-2023
O074771,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2640,01-10-2023
O074772,Hyderabad,Vijayawada,01-10-2023,03-10-2023,250,9605,01-10-2023
O074773,Mumbai,Pune,02-10-2023,03-10-2023,120,6004,01-10-2023
O074774,Patna,Patna,01-10-2023,02-10-2023,0,2460,01-10-2023
O074775,Mumbai,Mumbai,01-10-2023,02-10-2023,0,2900,01-10-2023
O074776,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2680,01-10-2023
O074777,Bhubaneswar,Bhubaneswar,01-10-2023,02-10-2023,0,2580,01-10-2023
O074778,Bangalore,Bangalore,02-10-2023,03-10-2023,0,3000,01-10-2023
O074779,Mumbai,Mumbai,01-10-2023,02-10-2023,0,2720,01-10-2023
O074780,Kolkata,Kolkata,01-10-2023,02-10-2023,0,2680,01-10-2023
O074781,Bhopal,Indore,01-10-2023,02-10-2023,170,6293,01-10-2023
O074782,Patna,Patna,01-10-2023,02-10-2023,0,2380,01-10-2023
O074783,Chandigarh,Chandigarh,01-10-2023,02-10-2023,0,2220,01-10-2023
O074784,Jaipur,Udaipur,01-10-2023,03-10-2023,335,12093,01-10-2023
O074785,Bhopal,Gwalior,01-10-2023,03-10-2023,338,11931,01-10-2023
O074786,Hyderabad,Visakhapatnam,01-10-2023,04-10-2023,503,17470,01-10-2023
O074787,Mumbai,Mumbai,01-10-2023,02-10-2023,0,2280,01-10-2023
O074788,Lucknow,Lucknow,01-10-2023,02-10-2023,0,2180,01-10-2023
O074789,Chennai,Salem,01-10-2023,03-10-2023,280,10888,01-10-2023
O074790,Ranchi,Jamshedpur,01-10-2023,02-10-2023,108,4701,01-10-2023
O074791,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14806,01-10-2023
O074792,Lucknow,Noida,01-10-2023,03-10-2023,397,13490,01-10-2023
O074793,Chennai,Coimbatore,01-10-2023,04-10-2023,427,15266,01-10-2023
O074794,Jaipur,Jodhpur,01-10-2023,03-10-2023,285,10420,01-10-2023
O074795,Bhopal,Indore,01-10-2023,02-10-2023,170,6433,01-10-2023
O074796,Bhopal,Gwalior,01-10-2023,03-10-2023,338,11451,01-10-2023
O074797,Hyderabad,Visakhapatnam,01-10-2023,04-10-2023,503,17030,01-10-2023
O074798,Chennai,Coimbatore,01-10-2023,04-10-2023,427,14946,01-10-2023
O074799,Mumbai,Nagpur,01-10-2023,05-10-2023,688,21581,01-10-2023
O074800,Lucknow,Ghaziabad,01-10-2023,03-10-2023,399,13773,01-10-2023
O074801,Bangalore,Bangalore,01-10-2023,02-10-2023,0,2240,01-10-2023
O074802,Chennai,Vellore,01-10-2023,02-10-2023,125,5897,01-10-2023
O074803,Bhubaneswar,Bhubaneswar,02-10-2023,03-10-2023,0,2460,02-10-2023
O074804,Mumbai,Aurangabad,02-10-2023,04-10-2023,273,9994,02-10-2023
O074805,Jaipur,Jodhpur,02-10-2023,04-10-2023,285,10300,02-10-2023
O074806,Lucknow,Lucknow,02-10-2023,03-10-2023,0,2720,02-10-2023
O074807,Ahmedabad,Surat,02-10-2023,04-10-2023,208,9032,02-10-2023
O074808,Mumbai,Pune,02-10-2023,03-10-2023,120,5744,02-10-2023
O074809,Mumbai,Pune,02-10-2023,03-10-2023,120,5964,02-10-2023
O074810,Bhopal,Indore,02-10-2023,03-10-2023,170,6873,02-10-2023
O074811,Bhopal,Gwalior,02-10-2023,04-10-2023,338,11691,02-10-2023
O074812,Ranchi,Dhanbad,02-10-2023,03-10-2023,122,5928,02-10-2023
O074813,Chennai,Madurai,02-10-2023,05-10-2023,422,15251,02-10-2023
O074814,Bhubaneswar,Bhubaneswar,02-10-2023,03-10-2023,0,2060,02-10-2023
O074815,Lucknow,Noida,02-10-2023,04-10-2023,397,13330,02-10-2023
O074816,Chandigarh,Chandigarh,02-10-2023,03-10-2023,0,2160,02-10-2023
O074817,Chennai,Vellore,02-10-2023,03-10-2023,125,5817,02-10-2023
O074818,Ahmedabad,Ahmedabad,02-10-2023,03-10-2023,0,2580,02-10-2023
O074819,Chandigarh,Chandigarh,02-10-2023,03-10-2023,0,2460,02-10-2023
O074820,Chennai,Salem,02-10-2023,04-10-2023,280,10328,02-10-2023
O074821,Jaipur,Jaipur,02-10-2023,03-10-2023,0,2320,02-10-2023
O074822,Hyderabad,Vijayawada,02-10-2023,04-10-2023,250,10165,02-10-2023
O074823,Lucknow,Lucknow,02-10-2023,03-10-2023,0,2420,02-10-2023
O074824,Mumbai,Pune,02-10-2023,03-10-2023,120,5244,02-10-2023
O074825,Ahmedabad,Ahmedabad,02-10-2023,03-10-2023,0,2760,02-10-2023
O074826,New Delhi,New Delhi,02-10-2023,03-10-2023,0,2120,02-10-2023
O074827,Chennai,Madurai,02-10-2023,05-10-2023,422,14731,02-10-2023
O074828,Hyderabad,Hyderabad,02-10-2023,03-10-2023,0,2140,02-10-2023
O074829,Jaipur,Udaipur,02-10-2023,04-10-2023,335,12313,02-10-2023
O074830,Bangalore,Bangalore,02-10-2023,03-10-2023,0,2980,02-10-2023
O074831,New Delhi,New Delhi,02-10-2023,03-10-2023,0,2260,02-10-2023
O074832,Ahmedabad,Ahmedabad,02-10-2023,03-10-2023,0,2100,02-10-2023
O074833,Lucknow,Kanpur,02-10-2023,03-10-2023,75,4683,02-10-2023
O074834,Ranchi,Jamshedpur,02-10-2023,03-10-2023,108,5481,02-10-2023
O074835,Hyderabad,Visakhapatnam,02-10-2023,05-10-2023,503,16930,02-10-2023
O074836,Chennai,Salem,02-10-2023,04-10-2023,280,10868,02-10-2023
O074837,Bhopal,Bhopal,02-10-2023,03-10-2023,0,2800,02-10-2023
O074838,Bhubaneswar,Bhubaneswar,03-10-2023,04-10-2023,0,3000,02-10-2023
O074839,Mumbai,Mumbai,02-10-2023,03-10-2023,0,2840,02-10-2023
O074840,Patna,Patna,02-10-2023,03-10-2023,0,2220,02-10-2023
O074841,Ahmedabad,Surat,02-10-2023,04-10-2023,208,8432,02-10-2023
O074842,Kolkata,Kolkata,02-10-2023,03-10-2023,0,2340,02-10-2023
O074843,Ahmedabad,Ahmedabad,03-10-2023,04-10-2023,0,3000,02-10-2023
O074844,Chennai,Salem,02-10-2023,04-10-2023,280,10248,02-10-2023
O074845,New Delhi,New Delhi,02-10-2023,03-10-2023,0,2840,02-10-2023
O074846,Bhubaneswar,Bhubaneswar,02-10-2023,03-10-2023,0,2240,02-10-2023
O074847,Bangalore,Bangalore,02-10-2023,03-10-2023,0,2100,02-10-2023
O074848,Ahmedabad,Vadodara,02-10-2023,03-10-2023,101,5130,02-10-2023
O074849,Mumbai,Nagpur,02-10-2023,06-10-2023,688,22021,02-10-2023
O074850,Chennai,Coimbatore,02-10-2023,05-10-2023,427,14926,02-10-2023
O074851,Ahmedabad,Ahmedabad,02-10-2023,03-10-2023,0,2680,02-10-2023
O074852,Chandigarh,Faridabad,02-10-2023,04-10-2023,264,10433,02-10-2023
O074853,Bangalore,Mysore,02-10-2023,03-10-2023,128,5801,02-10-2023
O074854,Bhubaneswar,Bhubaneswar,02-10-2023,03-10-2023,0,2940,02-10-2023
O074855,Chennai,Madurai,02-10-2023,05-10-2023,422,14651,02-10-2023
O074856,Mumbai,Pune,02-10-2023,03-10-2023,120,5824,02-10-2023
O074857,Kolkata,Kolkata,02-10-2023,03-10-2023,0,2040,02-10-2023
O074858,Bangalore,Mysore,02-10-2023,03-10-2023,128,6101,02-10-2023
O074859,Patna,Patna,02-10-2023,03-10-2023,0,2320,02-10-2023
