Order_ID,From,To,Shipment_Date,Delivery_Date,Distance,Shipment_Cost,Order_Date
O000041,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2860,01-01-2023
O000042,Mumbai,Thane,01-01-2023,02-01-2023,19,2995,01-01-2023
O000043,Mumbai,Pune,01-01-2023,02-01-2023,120,5484,01-01-2023
O000044,Jaipur,Udaipur,01-01-2023,03-01-2023,335,11973,01-01-2023
O000045,Bhopal,Indore,01-01-2023,02-01-2023,170,6313,01-01-2023
O000046,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2920,01-01-2023
O000047,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4043,01-01-2023
O000048,Mumbai,Nagpur,01-01-2023,05-01-2023,688,21761,01-01-2023
O000049,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2180,01-01-2023
O000050,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2680,01-01-2023
O000051,Chennai,Madurai,01-01-2023,04-01-2023,422,14931,01-01-2023
O000052,Mumbai,Thane,01-01-2023,02-01-2023,19,3455,01-01-2023
O000053,Chennai,Salem,01-01-2023,03-01-2023,280,10448,01-01-2023
O000054,Bhopal,Indore,01-01-2023,02-01-2023,170,6873,01-01-2023
O000055,Ranchi,Ranchi,01-01-2023,02-01-2023,0,2500,01-01-2023
O000056,Chennai,Madurai,01-01-2023,04-01-2023,422,14811,01-01-2023
O000057,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2080,01-01-2023
O000058,Chandigarh,Gurgaon,01-01-2023,03-01-2023,254,10109,01-01-2023
O000059,Kolkata,Kolkata,01-01-2023,02-01-2023,0,2080,01-01-2023
O000060,Mumbai,Aurangabad,01-01-2023,03-01-2023,273,10694,01-01-2023
O000061,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2940,01-01-2023
O000062,Raipur,Raipur,01-01-2023,02-01-2023,0,2140,01-01-2023
O000063,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9802,01-01-2023
O000064,Ahmedabad,Ahmedabad,01-01-2023,02-01-2023,0,2920,01-01-2023
O000065,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2460,01-01-2023
O000066,Chandigarh,Gurgaon,01-01-2023,03-01-2023,254,10169,01-01-2023
O000067,Mumbai,Mumbai,01-01-2023,02-01-2023,0,2700,01-01-2023
O000068,Chennai,Vellore,01-01-2023,02-01-2023,125,5777,01-01-2023
O000069,Bhopal,Gwalior,01-01-2023,03-01-2023,338,11971,01-01-2023
O000070,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9682,01-01-2023
O000071,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2080,01-01-2023
O000072,Jaipur,Jodhpur,01-01-2023,03-01-2023,285,10120,01-01-2023
O000073,Chennai,Chennai,01-01-2023,02-01-2023,0,2740,01-01-2023
O000074,Raipur,Raipur,01-01-2023,02-01-2023,0,2920,01-01-2023
O000075,Lucknow,Noida,01-01-2023,03-01-2023,397,13750,01-01-2023
O000076,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2900,01-01-2023
O000077,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4703,01-01-2023
O000078,New Delhi,New Delhi,01-01-2023,02-01-2023,0,2080,01-01-2023
O000079,Chennai,Madurai,01-01-2023,04-01-2023,422,15511,01-01-2023
O000080,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2200,01-01-2023
O000081,Lucknow,Lucknow,01-01-2023,02-01-2023,0,2180,01-01-2023
O000082,Patna,Patna,01-01-2023,02-01-2023,0,2300,01-01-2023
O000083,Ranchi,Jamshedpur,01-01-2023,02-01-2023,108,5121,01-01-2023
O000084,Hyderabad,Vijayawada,01-01-2023,03-01-2023,250,9925,01-01-2023
O000085,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4543,01-01-2023
O000086,Lucknow,Noida,01-01-2023,03-01-2023,397,13350,01-01-2023
O000087,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2800,01-01-2023
O000088,Chennai,Madurai,01-01-2023,04-01-2023,422,14551,01-01-2023
O000089,Ahmedabad,Vadodara,01-01-2023,02-01-2023,101,4650,01-01-2023
O000090,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9522,01-01-2023
O000091,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2320,01-01-2023
O000092,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,10353,01-01-2023
O000093,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5188,01-01-2023
O000094,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2040,01-01-2023
O000095,Mumbai,Thane,01-01-2023,02-01-2023,19,3335,01-01-2023
O000096,Bhopal,Gwalior,01-01-2023,03-01-2023,338,12031,01-01-2023
O000097,Ahmedabad,Surat,02-01-2023,04-01-2023,208,9192,01-01-2023
O000098,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,16730,01-01-2023
O000099,Ahmedabad,Surat,01-01-2023,03-01-2023,208,8732,01-01-2023
O000100,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2580,01-01-2023
O000101,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9682,01-01-2023
O000102,Patna,Patna,01-01-2023,02-01-2023,0,2540,01-01-2023
O000103,Ahmedabad,Vadodara,01-01-2023,02-01-2023,101,5470,01-01-2023
O000104,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5908,01-01-2023
O000105,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2880,01-01-2023
O000106,Mumbai,Pune,01-01-2023,02-01-2023,120,5204,01-01-2023
O000107,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13433,01-01-2023
O000108,Ahmedabad,Vadodara,01-01-2023,02-01-2023,101,4950,01-01-2023
O000109,Mumbai,Pune,01-01-2023,02-01-2023,120,5384,01-01-2023
O000110,Mumbai,Aurangabad,01-01-2023,03-01-2023,273,9854,01-01-2023
O000111,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4723,01-01-2023
O000112,Chennai,Madurai,01-01-2023,04-01-2023,422,15151,01-01-2023
O000113,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4543,01-01-2023
O000114,Bhopal,Indore,01-01-2023,02-01-2023,170,6613,01-01-2023
O000115,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5848,01-01-2023
O000116,Jaipur,Jaipur,01-01-2023,02-01-2023,0,2440,01-01-2023
O000117,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2360,01-01-2023
O000118,Mumbai,Nagpur,01-01-2023,05-01-2023,688,21281,01-01-2023
O000119,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,17010,01-01-2023
O000120,Jaipur,Jodhpur,01-01-2023,03-01-2023,285,10560,01-01-2023
O000121,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2720,01-01-2023
O000122,Lucknow,Noida,01-01-2023,03-01-2023,397,13330,01-01-2023
O000123,Kolkata,Kolkata,01-01-2023,02-01-2023,0,2360,01-01-2023
O000124,Bangalore,Mysore,01-01-2023,02-01-2023,128,5721,01-01-2023
O000125,Chennai,Salem,01-01-2023,03-01-2023,280,10768,01-01-2023
O000126,Chennai,Madurai,01-01-2023,04-01-2023,422,15251,01-01-2023
O000127,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2340,01-01-2023
O000128,Bhopal,Indore,01-01-2023,02-01-2023,170,6793,01-01-2023
O000129,Bhopal,Indore,01-01-2023,02-01-2023,170,6913,01-01-2023
O000130,Ranchi,Jamshedpur,01-01-2023,02-01-2023,108,4761,01-01-2023
O000131,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,17550,01-01-2023
O000132,Patna,Patna,01-01-2023,02-01-2023,0,2320,01-01-2023
O000133,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,10082,01-01-2023
O000134,Mumbai,Pune,01-01-2023,02-01-2023,120,5704,01-01-2023
O000135,Chennai,Vellore,01-01-2023,02-01-2023,125,5357,01-01-2023
O000136,Mumbai,Thane,01-01-2023,02-01-2023,19,2555,01-01-2023
O000137,Jaipur,Udaipur,01-01-2023,03-01-2023,335,11533,01-01-2023
O000138,Ahmedabad,Surat,01-01-2023,03-01-2023,208,8972,01-01-2023
O000139,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,16850,01-01-2023
O000140,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2680,01-01-2023
O000141,Patna,Patna,01-01-2023,02-01-2023,0,2900,01-01-2023
O000142,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2900,01-01-2023
O000143,Ranchi,Ranchi,01-01-2023,02-01-2023,0,2880,01-01-2023
O000144,Bhopal,Gwalior,01-01-2023,03-01-2023,338,11811,01-01-2023
O000145,Bhopal,Indore,01-01-2023,02-01-2023,170,7053,01-01-2023
O000146,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,10293,01-01-2023
O000147,Mumbai,Thane,01-01-2023,02-01-2023,19,3115,01-01-2023
O000148,Ranchi,Ranchi,01-01-2023,02-01-2023,0,2220,01-01-2023
O000149,Ranchi,Ranchi,01-01-2023,02-01-2023,0,2160,01-01-2023
O000150,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4683,01-01-2023
O000151,Chennai,Salem,01-01-2023,03-01-2023,280,10128,01-01-2023
O000152,Hyderabad,Vijayawada,01-01-2023,03-01-2023,250,10105,01-01-2023
O000153,Chennai,Salem,01-01-2023,03-01-2023,280,10488,01-01-2023
O000154,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,10133,01-01-2023
O000155,Lucknow,Lucknow,01-01-2023,02-01-2023,0,2740,01-01-2023
O000156,Mumbai,Mumbai,01-01-2023,02-01-2023,0,2940,01-01-2023
O000157,Ahmedabad,Vadodara,01-01-2023,02-01-2023,101,4970,01-01-2023
O000158,Mumbai,Thane,01-01-2023,02-01-2023,19,2715,01-01-2023
O000159,Mumbai,Nagpur,01-01-2023,05-01-2023,688,22141,01-01-2023
O000160,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13813,01-01-2023
O000161,Chennai,Madurai,01-01-2023,04-01-2023,422,14711,01-01-2023
O000162,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,17350,01-01-2023
O000163,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2420,01-01-2023
O000164,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9922,01-01-2023
O000165,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2560,01-01-2023
O000166,Bhopal,Gwalior,01-01-2023,03-01-2023,338,11711,01-01-2023
O000167,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2860,01-01-2023
O000168,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2040,01-01-2023
O000169,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2340,01-01-2023
O000170,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,17490,01-01-2023
O000171,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2740,01-01-2023
O000172,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2960,01-01-2023
O000173,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2720,01-01-2023
O000174,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2860,01-01-2023
O000175,Mumbai,Mumbai,01-01-2023,02-01-2023,0,2200,01-01-2023
O000176,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2340,01-01-2023
O000177,Chennai,Madurai,01-01-2023,04-01-2023,422,14731,01-01-2023
O000178,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2300,01-01-2023
O000179,Ahmedabad,Ahmedabad,01-01-2023,02-01-2023,0,2840,01-01-2023
O000180,Mumbai,Nagpur,01-01-2023,05-01-2023,688,21521,01-01-2023
O000181,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13053,01-01-2023
O000182,Bhopal,Indore,01-01-2023,02-01-2023,170,7133,01-01-2023
O000183,Jaipur,Jodhpur,01-01-2023,03-01-2023,285,10220,01-01-2023
O000184,Lucknow,Lucknow,01-01-2023,02-01-2023,0,2900,01-01-2023
O000185,Ahmedabad,Surat,01-01-2023,03-01-2023,208,8692,01-01-2023
O000186,Raipur,Raipur,01-01-2023,02-01-2023,0,2100,01-01-2023
O000187,Lucknow,Kanpur,01-01-2023,02-01-2023,75,4103,01-01-2023
O000188,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5308,01-01-2023
O000189,Mumbai,Aurangabad,02-01-2023,04-01-2023,273,10834,01-01-2023
O000190,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2160,01-01-2023
O000191,Chennai,Coimbatore,01-01-2023,04-01-2023,427,15246,01-01-2023
O000192,Chennai,Salem,01-01-2023,03-01-2023,280,10828,01-01-2023
O000193,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2880,01-01-2023
O000194,Mumbai,Pune,01-01-2023,02-01-2023,120,5684,01-01-2023
O000195,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2100,01-01-2023
O000196,Chennai,Chennai,01-01-2023,02-01-2023,0,2660,01-01-2023
O000197,New Delhi,New Delhi,01-01-2023,02-01-2023,0,2040,01-01-2023
O000198,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2000,01-01-2023
O000199,Bhopal,Indore,01-01-2023,02-01-2023,170,7053,01-01-2023
O000200,Ahmedabad,Vadodara,01-01-2023,02-01-2023,101,5190,01-01-2023
O000201,Bangalore,Mysore,01-01-2023,02-01-2023,128,5661,01-01-2023
O000202,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9702,01-01-2023
O000203,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13053,01-01-2023
O000204,Hyderabad,Vijayawada,01-01-2023,03-01-2023,250,9405,01-01-2023
O000205,Bangalore,Mysore,01-01-2023,02-01-2023,128,5461,01-01-2023
O000206,Mumbai,Thane,01-01-2023,02-01-2023,19,2675,01-01-2023
O000207,Bhopal,Indore,01-01-2023,02-01-2023,170,7013,01-01-2023
O000208,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,10093,01-01-2023
O000209,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13253,01-01-2023
O000210,Bangalore,Mysore,01-01-2023,02-01-2023,128,5481,01-01-2023
O000211,Hyderabad,Vijayawada,01-01-2023,03-01-2023,250,9345,01-01-2023
O000212,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13753,01-01-2023
O000213,Hyderabad,Vijayawada,01-01-2023,03-01-2023,250,10185,01-01-2023
O000214,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2740,01-01-2023
O000215,Ahmedabad,Ahmedabad,01-01-2023,02-01-2023,0,2820,01-01-2023
O000216,Chennai,Chennai,01-01-2023,02-01-2023,0,2900,01-01-2023
O000217,Chennai,Chennai,01-01-2023,02-01-2023,0,2220,01-01-2023
O000218,Patna,Patna,01-01-2023,02-01-2023,0,2640,01-01-2023
O000219,Jaipur,Udaipur,01-01-2023,03-01-2023,335,12233,01-01-2023
O000220,Chennai,Madurai,01-01-2023,04-01-2023,422,15071,01-01-2023
O000221,Bhopal,Bhopal,01-01-2023,02-01-2023,0,2880,01-01-2023
O000222,Lucknow,Ghaziabad,01-01-2023,03-01-2023,399,13813,01-01-2023
O000223,Lucknow,Lucknow,01-01-2023,02-01-2023,0,2080,01-01-2023
O000224,Bangalore,Mysore,01-01-2023,02-01-2023,128,5701,01-01-2023
O000225,Jaipur,Udaipur,01-01-2023,03-01-2023,335,11493,01-01-2023
O000226,Patna,Patna,01-01-2023,02-01-2023,0,2320,01-01-2023
O000227,Chennai,Madurai,01-01-2023,04-01-2023,422,14791,01-01-2023
O000228,Bangalore,Mysore,01-01-2023,02-01-2023,128,5661,01-01-2023
O000229,Chennai,Coimbatore,01-01-2023,04-01-2023,427,15246,01-01-2023
O000230,Ahmedabad,Surat,01-01-2023,03-01-2023,208,9072,01-01-2023
O000231,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2780,01-01-2023
O000232,Mumbai,Nagpur,01-01-2023,05-01-2023,688,21801,01-01-2023
O000233,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2260,01-01-2023
O000234,Chennai,Chennai,01-01-2023,02-01-2023,0,2560,01-01-2023
O000235,Mumbai,Mumbai,01-01-2023,02-01-2023,0,2260,01-01-2023
O000236,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5348,01-01-2023
O000237,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,10402,01-01-2023
O000238,Lucknow,Noida,01-01-2023,03-01-2023,397,13390,01-01-2023
O000239,Hyderabad,Visakhapatnam,01-01-2023,04-01-2023,503,16950,01-01-2023
O000240,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2480,01-01-2023
O000241,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2800,01-01-2023
O000242,Chennai,Chennai,01-01-2023,02-01-2023,0,2440,01-01-2023
O000243,Bhopal,Indore,01-01-2023,02-01-2023,170,6993,01-01-2023
O000244,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,9922,01-01-2023
O000245,Bhopal,Jabalpur,01-01-2023,03-01-2023,260,10442,01-01-2023
O000246,Lucknow,Noida,01-01-2023,03-01-2023,397,13130,01-01-2023
O000247,Bangalore,Mysore,01-01-2023,02-01-2023,128,6101,01-01-2023
O000248,Jaipur,Jodhpur,01-01-2023,03-01-2023,285,10740,01-01-2023
O000249,Chennai,Vellore,01-01-2023,02-01-2023,125,5757,01-01-2023
O000250,Mumbai,Aurangabad,01-01-2023,03-01-2023,273,10514,01-01-2023
O000251,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,10093,01-01-2023
O000252,Chandigarh,Faridabad,01-01-2023,03-01-2023,264,9973,01-01-2023
O000253,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2040,01-01-2023
O000254,Mumbai,Thane,01-01-2023,02-01-2023,19,3155,01-01-2023
O000255,Kolkata,Kolkata,01-01-2023,02-01-2023,0,2460,01-01-2023
O000256,Chennai,Chennai,01-01-2023,02-01-2023,0,2960,01-01-2023
O000257,Ranchi,Dhanbad,01-01-2023,02-01-2023,122,5168,01-01-2023
O000258,Ranchi,Ranchi,01-01-2023,02-01-2023,0,2920,01-01-2023
O000259,Hyderabad,Hyderabad,01-01-2023,02-01-2023,0,2640,01-01-2023
O000260,Chennai,Vellore,01-01-2023,02-01-2023,125,5397,01-01-2023
O000261,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2880,01-01-2023
O000262,Jaipur,Jodhpur,01-01-2023,03-01-2023,285,10540,01-01-2023
O000263,Mumbai,Mumbai,01-01-2023,02-01-2023,0,2820,01-01-2023
O000264,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2620,01-01-2023
O000265,Bhubaneswar,Bhubaneswar,01-01-2023,02-01-2023,0,2780,01-01-2023
O000266,Patna,Patna,01-01-2023,02-01-2023,0,2780,01-01-2023
O000267,Raipur,Raipur,01-01-2023,02-01-2023,0,2340,01-01-2023
O000268,Chennai,Vellore,01-01-2023,02-01-2023,125,5337,01-01-2023
O000269,Ranchi,Jamshedpur,01-01-2023,02-01-2023,108,5241,01-01-2023
O000270,Mumbai,Thane,01-01-2023,02-01-2023,19,2755,01-01-2023
O000271,Bangalore,Bangalore,01-01-2023,02-01-2023,0,2460,01-01-2023
O000272,Bhopal,Indore,01-01-2023,02-01-2023,170,6353,01-01-2023
O000273,Chandigarh,Chandigarh,01-01-2023,02-01-2023,0,2440,01-01-2023
O000274,Chennai,Madurai,02-01-2023,05-01-2023,422,15231,02-01-2023
O000275,Ahmedabad,Ahmedabad,02-01-2023,03-01-2023,0,2180,02-01-2023
O000276,Chennai,Vellore,02-01-2023,03-01-2023,125,5237,02-01-2023
O000277,Bhopal,Indore,02-01-2023,03-01-2023,170,6873,02-01-2023
O000278,Hyderabad,Vijayawada,02-01-2023,04-01-2023,250,9965,02-01-2023
O000279,Chandigarh,Faridabad,02-01-2023,04-01-2023,264,9613,02-01-2023
O000280,Lucknow,Kanpur,02-01-2023,03-01-2023,75,4483,02-01-2023
O000281,Lucknow,Noida,02-01-2023,04-01-2023,397,13670,02-01-2023
O000282,Bhopal,Indore,02-01-2023,03-01-2023,170,6413,02-01-2023
O000283,Bhopal,Gwalior,02-01-2023,04-01-2023,338,11631,02-01-2023
O000284,Mumbai,Aurangabad,02-01-2023,04-01-2023,273,10034,02-01-2023
O000285,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2760,02-01-2023
O000286,Bangalore,Mysore,02-01-2023,03-01-2023,128,5341,02-01-2023
O000287,Ahmedabad,Surat,02-01-2023,04-01-2023,208,8852,02-01-2023
O000288,Bhopal,Indore,02-01-2023,03-01-2023,170,6553,02-01-2023
O000289,Mumbai,Mumbai,02-01-2023,03-01-2023,0,2880,02-01-2023
O000290,Lucknow,Ghaziabad,02-01-2023,04-01-2023,399,13953,02-01-2023
O000291,Bhopal,Gwalior,02-01-2023,04-01-2023,338,12191,02-01-2023
O000292,Chennai,Chennai,02-01-2023,03-01-2023,0,2600,02-01-2023
O000293,Hyderabad,Hyderabad,02-01-2023,03-01-2023,0,2620,02-01-2023
O000294,Chennai,Madurai,02-01-2023,05-01-2023,422,15111,02-01-2023
O000295,Mumbai,Mumbai,02-01-2023,03-01-2023,0,2100,02-01-2023
O000296,Jaipur,Udaipur,02-01-2023,04-01-2023,335,12273,02-01-2023
O000297,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2240,02-01-2023
O000298,Mumbai,Mumbai,02-01-2023,03-01-2023,0,2060,02-01-2023
O000299,Bangalore,Bangalore,02-01-2023,03-01-2023,0,2180,02-01-2023
O000300,Mumbai,Nagpur,02-01-2023,06-01-2023,688,21501,02-01-2023
O000301,Hyderabad,Visakhapatnam,02-01-2023,05-01-2023,503,17110,02-01-2023
O000302,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2840,02-01-2023
O000303,Chennai,Chennai,02-01-2023,03-01-2023,0,2220,02-01-2023
O000304,Ahmedabad,Surat,02-01-2023,04-01-2023,208,9032,02-01-2023
O000305,Mumbai,Pune,02-01-2023,03-01-2023,120,5984,02-01-2023
O000306,Bhubaneswar,Bhubaneswar,02-01-2023,03-01-2023,0,2780,02-01-2023
O000307,Ahmedabad,Ahmedabad,02-01-2023,03-01-2023,0,2860,02-01-2023
O000308,Patna,Patna,02-01-2023,03-01-2023,0,2860,02-01-2023
O000309,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2440,02-01-2023
O000310,Hyderabad,Vijayawada,02-01-2023,04-01-2023,250,9325,02-01-2023
O000311,Ahmedabad,Surat,02-01-2023,04-01-2023,208,9012,02-01-2023
O000312,Mumbai,Mumbai,02-01-2023,03-01-2023,0,2700,02-01-2023
O000313,Ahmedabad,Surat,02-01-2023,04-01-2023,208,8612,02-01-2023
O000314,Mumbai,Thane,02-01-2023,03-01-2023,19,2675,02-01-2023
O000315,Hyderabad,Vijayawada,02-01-2023,04-01-2023,250,9805,02-01-2023
O000316,Mumbai,Pune,02-01-2023,03-01-2023,120,5264,02-01-2023
O000317,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2860,02-01-2023
O000318,Lucknow,Kanpur,02-01-2023,03-01-2023,75,4003,02-01-2023
O000319,Mumbai,Mumbai,02-01-2023,03-01-2023,0,2200,02-01-2023
O000320,Hyderabad,Vijayawada,02-01-2023,04-01-2023,250,9785,02-01-2023
O000321,Chandigarh,Faridabad,02-01-2023,04-01-2023,264,9853,02-01-2023
O000322,Ahmedabad,Surat,02-01-2023,04-01-2023,208,8512,02-01-2023
O000323,Chennai,Vellore,02-01-2023,03-01-2023,125,5997,02-01-2023
O000324,Ahmedabad,Ahmedabad,02-01-2023,03-01-2023,0,2560,02-01-2023
O000325,Bhopal,Gwalior,02-01-2023,04-01-2023,338,11971,02-01-2023
O000326,Chennai,Vellore,02-01-2023,03-01-2023,125,5317,02-01-2023
O000327,Ahmedabad,Surat,02-01-2023,04-01-2023,208,8872,02-01-2023
O000328,Ahmedabad,Ahmedabad,02-01-2023,03-01-2023,0,2500,02-01-2023
O000329,Bhopal,Bhopal,02-01-2023,03-01-2023,0,2880,02-01-2023
