Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W003,Chandigarh,P004,450842,448941,15-07-2024
W001,New Delhi,P005,659377,659377,15-07-2024
W002,Lucknow,P005,314189,313434,15-07-2024
W003,Chandigarh,P005,411267,411035,15-07-2024
W001,New Delhi,P006,685380,685380,15-07-2024
W002,Lucknow,P006,329200,327809,15-07-2024
W003,Chandigarh,P006,447135,445803,15-07-2024
W001,New Delhi,P001,670247,670247,16-07-2024
W002,Lucknow,P001,337524,336268,16-07-2024
W003,Chandigarh,P001,426446,425484,16-07-2024
W001,New Delhi,P002,672651,672651,16-07-2024
W002,Lucknow,P002,327172,326503,16-07-2024
W003,Chandigarh,P002,441516,441006,16-07-2024
W001,New Delhi,P003,666912,666444,16-07-2024
W002,Lucknow,P003,325767,324294,16-07-2024
W003,Chandigarh,P003,421368,420275,16-07-2024
W001,New Delhi,P004,675536,675536,16-07-2024
W002,Lucknow,P004,317418,316403,16-07-2024
W003,Chandigarh,P004,450587,449786,16-07-2024
W001,New Delhi,P005,661010,660728,16-07-2024
W002,Lucknow,P005,315067,314037,16-07-2024
W003,Chandigarh,P005,412668,410865,16-07-2024
W001,New Delhi,P006,687005,686741,16-07-2024
W002,Lucknow,P006,329434,327671,16-07-2024
W003,Chandigarh,P006,447427,445106,16-07-2024
W001,New Delhi,P001,671648,671408,17-07-2024
W002,Lucknow,P001,337668,337227,17-07-2024
W003,Chandigarh,P001,426884,425841,17-07-2024
W001,New Delhi,P002,673751,673467,17-07-2024
W002,Lucknow,P002,327602,326837,17-07-2024
W003,Chandigarh,P002,442105,441178,17-07-2024
W001,New Delhi,P003,667746,667746,17-07-2024
W002,Lucknow,P003,325595,324790,17-07-2024
W003,Chandigarh,P003,421576,421360,17-07-2024
W001,New Delhi,P004,677118,676597,17-07-2024
W002,Lucknow,P004,317985,317267,17-07-2024
W003,Chandigarh,P004,451368,450938,17-07-2024
W001,New Delhi,P005,662201,661955,17-07-2024
W002,Lucknow,P005,315510,314234,17-07-2024
W003,Chandigarh,P005,412337,411313,17-07-2024
W001,New Delhi,P006,688170,688170,17-07-2024
W002,Lucknow,P006,329099,328213,17-07-2024
W003,Chandigarh,P006,446534,444462,17-07-2024
W001,New Delhi,P001,672601,672601,18-07-2024
W002,Lucknow,P001,338419,337929,18-07-2024
W003,Chandigarh,P001,427033,425768,18-07-2024
W001,New Delhi,P002,675006,674240,18-07-2024
W002,Lucknow,P002,328376,326477,18-07-2024
W003,Chandigarh,P002,442716,441093,18-07-2024
W001,New Delhi,P003,669339,669339,18-07-2024
W002,Lucknow,P003,326383,325613,18-07-2024
W003,Chandigarh,P003,422953,421910,18-07-2024
W001,New Delhi,P004,677960,677960,18-07-2024
W002,Lucknow,P004,318630,317268,18-07-2024
W003,Chandigarh,P004,452301,451791,18-07-2024
W001,New Delhi,P005,663382,663115,18-07-2024
W002,Lucknow,P005,315661,313281,18-07-2024
W003,Chandigarh,P005,412739,412228,18-07-2024
W001,New Delhi,P006,689463,689463,18-07-2024
W002,Lucknow,P006,329506,327973,18-07-2024
W003,Chandigarh,P006,445754,445488,18-07-2024
W001,New Delhi,P001,674066,673623,19-07-2024
W002,Lucknow,P001,339393,338664,19-07-2024
W003,Chandigarh,P001,427232,426493,19-07-2024
W001,New Delhi,P002,675566,675566,19-07-2024
W002,Lucknow,P002,327802,325310,19-07-2024
W003,Chandigarh,P002,442418,441680,19-07-2024
W001,New Delhi,P003,670950,670701,19-07-2024
W002,Lucknow,P003,327224,326505,19-07-2024
W003,Chandigarh,P003,423521,423095,19-07-2024
W001,New Delhi,P004,679056,678845,19-07-2024
W002,Lucknow,P004,318363,318158,19-07-2024
W003,Chandigarh,P004,452886,451377,19-07-2024
W001,New Delhi,P005,664198,663990,19-07-2024
W002,Lucknow,P005,314363,313365,19-07-2024
W003,Chandigarh,P005,413310,413310,19-07-2024
W001,New Delhi,P006,691078,691078,19-07-2024
W002,Lucknow,P006,329588,328785,19-07-2024
W003,Chandigarh,P006,447103,445925,19-07-2024
W001,New Delhi,P001,675058,675058,20-07-2024
W002,Lucknow,P001,340099,338795,20-07-2024
W003,Chandigarh,P001,427928,426823,20-07-2024
W001,New Delhi,P002,676686,676016,20-07-2024
W002,Lucknow,P002,326430,324790,20-07-2024
W003,Chandigarh,P002,442800,441728,20-07-2024
W001,New Delhi,P003,671876,671675,20-07-2024
W002,Lucknow,P003,327680,325776,20-07-2024
W003,Chandigarh,P003,424270,423753,20-07-2024
W001,New Delhi,P004,679999,678754,20-07-2024
W002,Lucknow,P004,319311,318207,20-07-2024
W003,Chandigarh,P004,452530,452268,20-07-2024
W001,New Delhi,P005,665049,664780,20-07-2024
W002,Lucknow,P005,314424,314217,20-07-2024
W003,Chandigarh,P005,414368,413579,20-07-2024
W001,New Delhi,P006,692613,692613,20-07-2024
W002,Lucknow,P006,330320,329376,20-07-2024
W003,Chandigarh,P006,447459,446485,20-07-2024
W001,New Delhi,P001,676545,676255,21-07-2024
W002,Lucknow,P001,340282,338941,21-07-2024
W003,Chandigarh,P001,428309,426350,21-07-2024
W001,New Delhi,P002,677639,677639,21-07-2024
W002,Lucknow,P002,326412,324606,21-07-2024
W003,Chandigarh,P002,443350,441822,21-07-2024
W001,New Delhi,P003,672780,672284,21-07-2024
W002,Lucknow,P003,326881,325056,21-07-2024
W003,Chandigarh,P003,424858,423095,21-07-2024
W001,New Delhi,P004,680260,679717,21-07-2024
W002,Lucknow,P004,319712,318709,21-07-2024
W003,Chandigarh,P004,453773,452764,21-07-2024
W001,New Delhi,P005,665921,665717,21-07-2024
W002,Lucknow,P005,315358,315358,21-07-2024
W003,Chandigarh,P005,414719,414719,21-07-2024
W001,New Delhi,P006,694045,694045,21-07-2024
W002,Lucknow,P006,330808,330046,21-07-2024
W003,Chandigarh,P006,447916,447417,21-07-2024
W001,New Delhi,P001,677605,677086,22-07-2024
W002,Lucknow,P001,340291,338720,22-07-2024
W003,Chandigarh,P001,427699,427282,22-07-2024
W001,New Delhi,P002,678926,678630,22-07-2024
W002,Lucknow,P002,325893,325420,22-07-2024
W003,Chandigarh,P002,443109,442870,22-07-2024
W001,New Delhi,P003,673425,672168,22-07-2024
W002,Lucknow,P003,326196,325977,22-07-2024
W003,Chandigarh,P003,424235,423785,22-07-2024
W001,New Delhi,P004,681142,680936,22-07-2024
W002,Lucknow,P004,320134,318622,22-07-2024
W003,Chandigarh,P004,454188,453395,22-07-2024
W001,New Delhi,P005,666838,666838,22-07-2024
W002,Lucknow,P005,316479,314907,22-07-2024
W003,Chandigarh,P005,415840,414514,22-07-2024
W001,New Delhi,P006,695090,695090,22-07-2024
W002,Lucknow,P006,331091,329922,22-07-2024
W003,Chandigarh,P006,448462,448462,22-07-2024
W001,New Delhi,P001,678101,678101,23-07-2024
W002,Lucknow,P001,339734,338562,23-07-2024
W003,Chandigarh,P001,428296,427565,23-07-2024
W001,New Delhi,P002,679700,679029,23-07-2024
W002,Lucknow,P002,326490,325429,23-07-2024
W003,Chandigarh,P002,443940,443704,23-07-2024
W001,New Delhi,P003,673583,673083,23-07-2024
W002,Lucknow,P003,327392,325035,23-07-2024
W003,Chandigarh,P003,425200,424488,23-07-2024
W001,New Delhi,P004,682375,682375,23-07-2024
W002,Lucknow,P004,320061,319222,23-07-2024
W003,Chandigarh,P004,454834,452845,23-07-2024
W001,New Delhi,P005,668178,668178,23-07-2024
W002,Lucknow,P005,316246,316013,23-07-2024
W003,Chandigarh,P005,415853,414707,23-07-2024
W001,New Delhi,P006,696610,696162,23-07-2024
W002,Lucknow,P006,331442,330750,23-07-2024
W003,Chandigarh,P006,449982,449202,23-07-2024
W001,New Delhi,P001,679479,679479,24-07-2024
W002,Lucknow,P001,339940,338682,24-07-2024
W003,Chandigarh,P001,428942,428694,24-07-2024
W001,New Delhi,P002,680319,680081,24-07-2024
W002,Lucknow,P002,326719,325684,24-07-2024
W003,Chandigarh,P002,444994,444994,24-07-2024
W001,New Delhi,P003,674633,674633,24-07-2024
W002,Lucknow,P003,326584,325844,24-07-2024
W003,Chandigarh,P003,426037,425248,24-07-2024
W001,New Delhi,P004,683992,683992,24-07-2024
W002,Lucknow,P004,320839,319849,24-07-2024
W003,Chandigarh,P004,454461,452135,24-07-2024
W001,New Delhi,P005,669340,669129,24-07-2024
W002,Lucknow,P005,317175,316398,24-07-2024
W003,Chandigarh,P005,415868,414885,24-07-2024
W001,New Delhi,P006,697225,697225,24-07-2024
W002,Lucknow,P006,331813,330573,24-07-2024
W003,Chandigarh,P006,450265,449321,24-07-2024
W001,New Delhi,P001,680525,679788,25-07-2024
W002,Lucknow,P001,339727,337535,25-07-2024
W003,Chandigarh,P001,429739,429459,25-07-2024
W001,New Delhi,P002,681151,680921,25-07-2024
W002,Lucknow,P002,326753,324749,25-07-2024
W003,Chandigarh,P002,446063,445841,25-07-2024
W001,New Delhi,P003,676111,675890,25-07-2024
W002,Lucknow,P003,327321,327059,25-07-2024
W003,Chandigarh,P003,426725,425927,25-07-2024
W001,New Delhi,P004,685495,685495,25-07-2024
W002,Lucknow,P004,321352,320153,25-07-2024
W003,Chandigarh,P004,453638,452763,25-07-2024
W001,New Delhi,P005,670231,669962,25-07-2024
W002,Lucknow,P005,317500,316212,25-07-2024
W003,Chandigarh,P005,415987,415221,25-07-2024
W001,New Delhi,P006,698545,698345,25-07-2024
W002,Lucknow,P006,331893,330921,25-07-2024
W003,Chandigarh,P006,450640,450156,25-07-2024
W001,New Delhi,P001,681203,681203,26-07-2024
W002,Lucknow,P001,338950,337679,26-07-2024
W003,Chandigarh,P001,430874,430673,26-07-2024
W001,New Delhi,P002,682132,681847,26-07-2024
W002,Lucknow,P002,325959,325298,26-07-2024
W003,Chandigarh,P002,447051,445617,26-07-2024
W001,New Delhi,P003,677037,676772,26-07-2024
W002,Lucknow,P003,328206,327746,26-07-2024
W003,Chandigarh,P003,427074,425551,26-07-2024
W001,New Delhi,P004,687000,686769,26-07-2024
W002,Lucknow,P004,321657,320566,26-07-2024
W003,Chandigarh,P004,454267,452505,26-07-2024
W001,New Delhi,P005,671623,671381,26-07-2024
W002,Lucknow,P005,317872,317024,26-07-2024
W003,Chandigarh,P005,416881,415404,26-07-2024
W001,New Delhi,P006,699507,699507,26-07-2024
W002,Lucknow,P006,332083,331198,26-07-2024
W003,Chandigarh,P006,451317,450860,26-07-2024
W001,New Delhi,P001,682774,682774,27-07-2024
W002,Lucknow,P001,339249,338010,27-07-2024
W003,Chandigarh,P001,432243,430392,27-07-2024
W001,New Delhi,P002,683467,683467,27-07-2024
W002,Lucknow,P002,326918,325389,27-07-2024
W003,Chandigarh,P002,447236,446080,27-07-2024
W001,New Delhi,P003,678015,677782,27-07-2024
W002,Lucknow,P003,328989,327553,27-07-2024
W003,Chandigarh,P003,426794,426222,27-07-2024
W001,New Delhi,P004,687970,687697,27-07-2024
W002,Lucknow,P004,321767,320272,27-07-2024
W003,Chandigarh,P004,453705,453203,27-07-2024
W001,New Delhi,P005,672404,672404,27-07-2024
W002,Lucknow,P005,318047,316574,27-07-2024
W003,Chandigarh,P005,416426,415986,27-07-2024
W001,New Delhi,P006,701011,701011,27-07-2024
W002,Lucknow,P006,332701,331749,27-07-2024
W003,Chandigarh,P006,452363,450837,27-07-2024
W001,New Delhi,P001,684079,683588,28-07-2024
W002,Lucknow,P001,339314,339092,28-07-2024
W003,Chandigarh,P001,431696,430614,28-07-2024
W001,New Delhi,P002,684703,684406,28-07-2024
W002,Lucknow,P002,326624,325931,28-07-2024
W003,Chandigarh,P002,447315,446479,28-07-2024
W001,New Delhi,P003,678849,678849,28-07-2024
W002,Lucknow,P003,328620,327629,28-07-2024
W003,Chandigarh,P003,427288,426726,28-07-2024
W001,New Delhi,P004,689163,689163,28-07-2024
W002,Lucknow,P004,321737,320498,28-07-2024
W003,Chandigarh,P004,454668,454176,28-07-2024
W001,New Delhi,P005,674032,674032,28-07-2024
W002,Lucknow,P005,318202,318202,28-07-2024
W003,Chandigarh,P005,417614,416353,28-07-2024
W001,New Delhi,P006,702421,702161,28-07-2024
W002,Lucknow,P006,333159,332399,28-07-2024
W003,Chandigarh,P006,452247,450819,28-07-2024
W001,New Delhi,P001,685170,684921,29-07-2024
W002,Lucknow,P001,340673,339485,29-07-2024
W003,Chandigarh,P001,432195,431133,29-07-2024
W001,New Delhi,P002,685534,685063,29-07-2024
W002,Lucknow,P002,327059,326508,29-07-2024
W003,Chandigarh,P002,447607,446075,29-07-2024
W001,New Delhi,P003,680042,680042,29-07-2024
W002,Lucknow,P003,328822,328822,29-07-2024
W003,Chandigarh,P003,427918,427140,29-07-2024
W001,New Delhi,P004,690737,690516,29-07-2024
W002,Lucknow,P004,322072,321654,29-07-2024
W003,Chandigarh,P004,455749,455490,29-07-2024
W001,New Delhi,P005,675132,675132,29-07-2024
W002,Lucknow,P005,319301,318476,29-07-2024
W003,Chandigarh,P005,417452,417040,29-07-2024
W001,New Delhi,P006,703436,703436,29-07-2024
W002,Lucknow,P006,333674,333166,29-07-2024
W003,Chandigarh,P006,452094,450342,29-07-2024
W001,New Delhi,P001,686367,685603,30-07-2024
W002,Lucknow,P001,340931,338633,30-07-2024
W003,Chandigarh,P001,432578,431500,30-07-2024
W001,New Delhi,P002,686549,686319,30-07-2024
W002,Lucknow,P002,327994,326771,30-07-2024
W003,Chandigarh,P002,447561,446764,30-07-2024
W001,New Delhi,P003,681067,680835,30-07-2024
W002,Lucknow,P003,329846,329105,30-07-2024
W003,Chandigarh,P003,428164,427686,30-07-2024
W001,New Delhi,P004,692036,692036,30-07-2024
W002,Lucknow,P004,323174,320961,30-07-2024
W003,Chandigarh,P004,457009,456786,30-07-2024
W001,New Delhi,P005,676338,676338,30-07-2024
W002,Lucknow,P005,319682,318272,30-07-2024
W003,Chandigarh,P005,418246,416949,30-07-2024
W001,New Delhi,P006,704567,704359,30-07-2024
W002,Lucknow,P006,334296,333617,30-07-2024
W003,Chandigarh,P006,451472,450452,30-07-2024
W001,New Delhi,P001,687226,687226,31-07-2024
W002,Lucknow,P001,340255,339015,31-07-2024
W003,Chandigarh,P001,433122,431835,31-07-2024
W001,New Delhi,P002,687421,687169,31-07-2024
W002,Lucknow,P002,327873,326386,31-07-2024
W003,Chandigarh,P002,447865,447663,31-07-2024
W001,New Delhi,P003,682223,682005,31-07-2024
W002,Lucknow,P003,330493,329371,31-07-2024
W003,Chandigarh,P003,429074,428299,31-07-2024
