Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W003,Chandigarh,P001,200912,200756,13-10-2023
W001,New Delhi,P002,341335,341335,13-10-2023
W002,Lucknow,P002,152898,152381,13-10-2023
W003,Chandigarh,P002,215848,215795,13-10-2023
W001,New Delhi,P003,337641,337391,13-10-2023
W002,Lucknow,P003,153161,152599,13-10-2023
W003,Chandigarh,P003,199974,199765,13-10-2023
W001,New Delhi,P004,342277,342277,13-10-2023
W002,Lucknow,P004,142646,142310,13-10-2023
W003,Chandigarh,P004,221984,221733,13-10-2023
W001,New Delhi,P005,333426,333426,13-10-2023
W002,Lucknow,P005,144225,143702,13-10-2023
W003,Chandigarh,P005,199234,198960,13-10-2023
W001,New Delhi,P006,340240,340156,13-10-2023
W002,Lucknow,P006,150892,150625,13-10-2023
W003,Chandigarh,P006,219824,219772,13-10-2023
W001,New Delhi,P001,340817,340817,14-10-2023
W002,Lucknow,P001,161137,160807,14-10-2023
W003,Chandigarh,P001,202055,201838,14-10-2023
W001,New Delhi,P002,342562,342562,14-10-2023
W002,Lucknow,P002,153608,153297,14-10-2023
W003,Chandigarh,P002,217021,217021,14-10-2023
W001,New Delhi,P003,338566,338485,14-10-2023
W002,Lucknow,P003,153773,153692,14-10-2023
W003,Chandigarh,P003,200939,200621,14-10-2023
W001,New Delhi,P004,343358,343288,14-10-2023
W002,Lucknow,P004,143390,143083,14-10-2023
W003,Chandigarh,P004,222813,222664,14-10-2023
W001,New Delhi,P005,334780,334780,14-10-2023
W002,Lucknow,P005,145056,144638,14-10-2023
W003,Chandigarh,P005,200313,200112,14-10-2023
W001,New Delhi,P006,341420,341351,14-10-2023
W002,Lucknow,P006,151889,151466,14-10-2023
W003,Chandigarh,P006,221036,220825,14-10-2023
W001,New Delhi,P001,342248,342248,15-10-2023
W002,Lucknow,P001,162237,162017,15-10-2023
W003,Chandigarh,P001,203268,203018,15-10-2023
W001,New Delhi,P002,343699,343699,15-10-2023
W002,Lucknow,P002,154434,153970,15-10-2023
W003,Chandigarh,P002,218157,217988,15-10-2023
W001,New Delhi,P003,340112,340037,15-10-2023
W002,Lucknow,P003,155319,154826,15-10-2023
W003,Chandigarh,P003,202247,201933,15-10-2023
W001,New Delhi,P004,344920,344920,15-10-2023
W002,Lucknow,P004,144714,144489,15-10-2023
W003,Chandigarh,P004,224295,224065,15-10-2023
W001,New Delhi,P005,336085,336085,15-10-2023
W002,Lucknow,P005,145942,145734,15-10-2023
W003,Chandigarh,P005,201416,201069,15-10-2023
W001,New Delhi,P006,342571,342479,15-10-2023
W002,Lucknow,P006,152686,152078,15-10-2023
W003,Chandigarh,P006,222045,221668,15-10-2023
W001,New Delhi,P001,343732,343732,16-10-2023
W002,Lucknow,P001,163501,162997,16-10-2023
W003,Chandigarh,P001,204502,204143,16-10-2023
W001,New Delhi,P002,344912,344821,16-10-2023
W002,Lucknow,P002,155183,154966,16-10-2023
W003,Chandigarh,P002,219200,218745,16-10-2023
W001,New Delhi,P003,341570,341570,16-10-2023
W002,Lucknow,P003,156359,156180,16-10-2023
W003,Chandigarh,P003,203466,203328,16-10-2023
W001,New Delhi,P004,346063,345905,16-10-2023
W002,Lucknow,P004,145632,145110,16-10-2023
W003,Chandigarh,P004,225208,224872,16-10-2023
W001,New Delhi,P005,337208,337208,16-10-2023
W002,Lucknow,P005,146856,146443,16-10-2023
W003,Chandigarh,P005,202191,202128,16-10-2023
W001,New Delhi,P006,343785,343685,16-10-2023
W002,Lucknow,P006,153383,152923,16-10-2023
W003,Chandigarh,P006,222973,222364,16-10-2023
W001,New Delhi,P001,345293,345293,17-10-2023
W002,Lucknow,P001,164557,164119,17-10-2023
W003,Chandigarh,P001,205703,205389,17-10-2023
W001,New Delhi,P002,346315,346315,17-10-2023
W002,Lucknow,P002,156459,156176,17-10-2023
W003,Chandigarh,P002,220238,220071,17-10-2023
W001,New Delhi,P003,343141,343141,17-10-2023
W002,Lucknow,P003,157750,157451,17-10-2023
W003,Chandigarh,P003,204898,204761,17-10-2023
W001,New Delhi,P004,347472,347337,17-10-2023
W002,Lucknow,P004,146677,146439,17-10-2023
W003,Chandigarh,P004,226438,226017,17-10-2023
W001,New Delhi,P005,338541,338464,17-10-2023
W002,Lucknow,P005,147776,147395,17-10-2023
W003,Chandigarh,P005,203461,203204,17-10-2023
W001,New Delhi,P006,344882,344882,17-10-2023
W002,Lucknow,P006,154120,153858,17-10-2023
W003,Chandigarh,P006,223560,223176,17-10-2023
W001,New Delhi,P001,346582,346582,18-10-2023
W002,Lucknow,P001,165408,165096,18-10-2023
W003,Chandigarh,P001,206678,206373,18-10-2023
W001,New Delhi,P002,347362,347362,18-10-2023
W002,Lucknow,P002,157223,156725,18-10-2023
W003,Chandigarh,P002,221118,220759,18-10-2023
W001,New Delhi,P003,344322,344263,18-10-2023
W002,Lucknow,P003,158632,158404,18-10-2023
W003,Chandigarh,P003,205941,205809,18-10-2023
W001,New Delhi,P004,348696,348619,18-10-2023
W002,Lucknow,P004,147797,147561,18-10-2023
W003,Chandigarh,P004,227375,227233,18-10-2023
W001,New Delhi,P005,340121,340065,18-10-2023
W002,Lucknow,P005,149052,148780,18-10-2023
W003,Chandigarh,P005,204860,204697,18-10-2023
W001,New Delhi,P006,346069,345983,18-10-2023
W002,Lucknow,P006,155045,154464,18-10-2023
W003,Chandigarh,P006,224363,224024,18-10-2023
W001,New Delhi,P001,348158,348075,19-10-2023
W002,Lucknow,P001,166671,166446,19-10-2023
W003,Chandigarh,P001,207948,207743,19-10-2023
W001,New Delhi,P002,348748,348604,19-10-2023
W002,Lucknow,P002,158111,157572,19-10-2023
W003,Chandigarh,P002,222145,221952,19-10-2023
W001,New Delhi,P003,345823,345823,19-10-2023
W002,Lucknow,P003,159964,159873,19-10-2023
W003,Chandigarh,P003,207368,207007,19-10-2023
W001,New Delhi,P004,350256,350190,19-10-2023
W002,Lucknow,P004,149197,149049,19-10-2023
W003,Chandigarh,P004,228869,228779,19-10-2023
W001,New Delhi,P005,341173,341173,19-10-2023
W002,Lucknow,P005,149888,149604,19-10-2023
W003,Chandigarh,P005,205805,205469,19-10-2023
W001,New Delhi,P006,347105,347105,19-10-2023
W002,Lucknow,P006,155585,155320,19-10-2023
W003,Chandigarh,P006,225145,224991,19-10-2023
W001,New Delhi,P001,349076,349076,20-10-2023
W002,Lucknow,P001,167446,166950,20-10-2023
W003,Chandigarh,P001,208743,208154,20-10-2023
W001,New Delhi,P002,349620,349620,20-10-2023
W002,Lucknow,P002,158588,158447,20-10-2023
W003,Chandigarh,P002,222968,222632,20-10-2023
W001,New Delhi,P003,347487,347487,20-10-2023
W002,Lucknow,P003,161537,161242,20-10-2023
W003,Chandigarh,P003,208670,208376,20-10-2023
W001,New Delhi,P004,351716,351716,20-10-2023
W002,Lucknow,P004,150575,150189,20-10-2023
W003,Chandigarh,P004,230304,230038,20-10-2023
W001,New Delhi,P005,342811,342811,20-10-2023
W002,Lucknow,P005,151242,150942,20-10-2023
W003,Chandigarh,P005,207106,206858,20-10-2023
W001,New Delhi,P006,348301,348213,20-10-2023
W002,Lucknow,P006,156516,156196,20-10-2023
W003,Chandigarh,P006,226186,225993,20-10-2023
W001,New Delhi,P001,350700,350637,21-10-2023
W002,Lucknow,P001,168573,168268,21-10-2023
W003,Chandigarh,P001,209777,209281,21-10-2023
W001,New Delhi,P002,350901,350682,21-10-2023
W002,Lucknow,P002,159728,159356,21-10-2023
W003,Chandigarh,P002,223912,223480,21-10-2023
W001,New Delhi,P003,348600,348449,21-10-2023
W002,Lucknow,P003,162355,162106,21-10-2023
W003,Chandigarh,P003,209489,209322,21-10-2023
W001,New Delhi,P004,353088,353088,21-10-2023
W002,Lucknow,P004,151561,151501,21-10-2023
W003,Chandigarh,P004,231410,230954,21-10-2023
W001,New Delhi,P005,344412,344412,21-10-2023
W002,Lucknow,P005,152543,152281,21-10-2023
W003,Chandigarh,P005,208459,208240,21-10-2023
W001,New Delhi,P006,349634,349550,21-10-2023
W002,Lucknow,P006,157616,157243,21-10-2023
W003,Chandigarh,P006,227413,227202,21-10-2023
W001,New Delhi,P001,352038,351967,22-10-2023
W002,Lucknow,P001,169669,169408,22-10-2023
W003,Chandigarh,P001,210682,210511,22-10-2023
W001,New Delhi,P002,352095,352030,22-10-2023
W002,Lucknow,P002,160769,160437,22-10-2023
W003,Chandigarh,P002,224893,224796,22-10-2023
W001,New Delhi,P003,349562,349562,22-10-2023
W002,Lucknow,P003,163219,162899,22-10-2023
W003,Chandigarh,P003,210434,210138,22-10-2023
W001,New Delhi,P004,354429,354429,22-10-2023
W002,Lucknow,P004,152842,152599,22-10-2023
W003,Chandigarh,P004,232295,232240,22-10-2023
W001,New Delhi,P005,346043,345791,22-10-2023
W002,Lucknow,P005,153912,153429,22-10-2023
W003,Chandigarh,P005,209871,209626,22-10-2023
W001,New Delhi,P006,350867,350803,22-10-2023
W002,Lucknow,P006,158560,158560,22-10-2023
W003,Chandigarh,P006,228519,228273,22-10-2023
W001,New Delhi,P001,353611,353538,23-10-2023
W002,Lucknow,P001,171052,170875,23-10-2023
W003,Chandigarh,P001,212155,211799,23-10-2023
W001,New Delhi,P002,353223,353223,23-10-2023
W002,Lucknow,P002,161629,161101,23-10-2023
W003,Chandigarh,P002,225988,225662,23-10-2023
W001,New Delhi,P003,350739,350739,23-10-2023
W002,Lucknow,P003,164076,163760,23-10-2023
W003,Chandigarh,P003,211315,211150,23-10-2023
W001,New Delhi,P004,355798,355576,23-10-2023
W002,Lucknow,P004,153968,153470,23-10-2023
W003,Chandigarh,P004,233608,233461,23-10-2023
W001,New Delhi,P005,347366,347193,23-10-2023
W002,Lucknow,P005,155003,154596,23-10-2023
W003,Chandigarh,P005,211200,210985,23-10-2023
W001,New Delhi,P006,352255,352088,23-10-2023
W002,Lucknow,P006,160012,159701,23-10-2023
W003,Chandigarh,P006,229724,229643,23-10-2023
W001,New Delhi,P001,355076,355076,24-10-2023
W002,Lucknow,P001,172413,172122,24-10-2023
W003,Chandigarh,P001,213337,213267,24-10-2023
W001,New Delhi,P002,354365,354227,24-10-2023
W002,Lucknow,P002,162243,161760,24-10-2023
W003,Chandigarh,P002,226803,226723,24-10-2023
W001,New Delhi,P003,351887,351887,24-10-2023
W002,Lucknow,P003,164907,164568,24-10-2023
W003,Chandigarh,P003,212297,211943,24-10-2023
W001,New Delhi,P004,357077,356994,24-10-2023
W002,Lucknow,P004,154971,154424,24-10-2023
W003,Chandigarh,P004,234962,234316,24-10-2023
W001,New Delhi,P005,348580,348528,24-10-2023
W002,Lucknow,P005,155983,155799,24-10-2023
W003,Chandigarh,P005,212372,212262,24-10-2023
W001,New Delhi,P006,353587,353587,24-10-2023
W002,Lucknow,P006,161200,160767,24-10-2023
W003,Chandigarh,P006,231141,230802,24-10-2023
W001,New Delhi,P001,356249,356249,25-10-2023
W002,Lucknow,P001,173295,172953,25-10-2023
W003,Chandigarh,P001,214439,214221,25-10-2023
W001,New Delhi,P002,355385,355304,25-10-2023
W002,Lucknow,P002,162918,162311,25-10-2023
W003,Chandigarh,P002,227881,227656,25-10-2023
W001,New Delhi,P003,353096,353096,25-10-2023
W002,Lucknow,P003,165777,165487,25-10-2023
W003,Chandigarh,P003,213151,212853,25-10-2023
W001,New Delhi,P004,358409,358273,25-10-2023
W002,Lucknow,P004,155839,155457,25-10-2023
W003,Chandigarh,P004,235730,235540,25-10-2023
W001,New Delhi,P005,349875,349875,25-10-2023
W002,Lucknow,P005,157146,156854,25-10-2023
W003,Chandigarh,P005,213609,213553,25-10-2023
W001,New Delhi,P006,354797,354574,25-10-2023
W002,Lucknow,P006,161977,161500,25-10-2023
W003,Chandigarh,P006,232011,231720,25-10-2023
W001,New Delhi,P001,357598,357598,26-10-2023
W002,Lucknow,P001,174302,173801,26-10-2023
W003,Chandigarh,P001,215569,215425,26-10-2023
W001,New Delhi,P002,356427,356369,26-10-2023
W002,Lucknow,P002,163434,163381,26-10-2023
W003,Chandigarh,P002,228779,228471,26-10-2023
W001,New Delhi,P003,354637,354572,26-10-2023
W002,Lucknow,P003,167028,166889,26-10-2023
W003,Chandigarh,P003,214394,214335,26-10-2023
W001,New Delhi,P004,359476,359476,26-10-2023
W002,Lucknow,P004,156660,156178,26-10-2023
W003,Chandigarh,P004,236743,236518,26-10-2023
W001,New Delhi,P005,351033,351033,26-10-2023
W002,Lucknow,P005,158011,157595,26-10-2023
W003,Chandigarh,P005,214710,214392,26-10-2023
W001,New Delhi,P006,355775,355670,26-10-2023
W002,Lucknow,P006,162701,162440,26-10-2023
W003,Chandigarh,P006,232921,232658,26-10-2023
W001,New Delhi,P001,359068,358935,27-10-2023
W002,Lucknow,P001,175271,174835,27-10-2023
W003,Chandigarh,P001,216895,216724,27-10-2023
W001,New Delhi,P002,357591,357495,27-10-2023
W002,Lucknow,P002,164602,164129,27-10-2023
W003,Chandigarh,P002,229692,229351,27-10-2023
W001,New Delhi,P003,355950,355950,27-10-2023
W002,Lucknow,P003,168266,167723,27-10-2023
W003,Chandigarh,P003,215712,215213,27-10-2023
W001,New Delhi,P004,360890,360766,27-10-2023
W002,Lucknow,P004,157592,157432,27-10-2023
W003,Chandigarh,P004,237931,237634,27-10-2023
W001,New Delhi,P005,352384,352384,27-10-2023
W002,Lucknow,P005,158946,158654,27-10-2023
W003,Chandigarh,P005,215742,215570,27-10-2023
W001,New Delhi,P006,356794,356794,27-10-2023
W002,Lucknow,P006,163564,163357,27-10-2023
W003,Chandigarh,P006,233782,233636,27-10-2023
W001,New Delhi,P001,360113,360113,28-10-2023
W002,Lucknow,P001,176012,175685,28-10-2023
W003,Chandigarh,P001,217901,217667,28-10-2023
W001,New Delhi,P002,358984,358910,28-10-2023
W002,Lucknow,P002,165617,165292,28-10-2023
W003,Chandigarh,P002,230839,230423,28-10-2023
W001,New Delhi,P003,357003,357003,28-10-2023
W002,Lucknow,P003,168775,168573,28-10-2023
W003,Chandigarh,P003,216265,216133,28-10-2023
W001,New Delhi,P004,361995,361995,28-10-2023
W002,Lucknow,P004,158660,157993,28-10-2023
W003,Chandigarh,P004,238862,238862,28-10-2023
W001,New Delhi,P005,353879,353824,28-10-2023
W002,Lucknow,P005,160148,159867,28-10-2023
W003,Chandigarh,P005,217064,216653,28-10-2023
W001,New Delhi,P006,357816,357816,28-10-2023
W002,Lucknow,P006,164378,164153,28-10-2023
W003,Chandigarh,P006,234657,234244,28-10-2023
W001,New Delhi,P001,361486,361486,29-10-2023
W002,Lucknow,P001,177057,176842,29-10-2023
W003,Chandigarh,P001,219039,218754,29-10-2023
W001,New Delhi,P002,360178,360014,29-10-2023
W002,Lucknow,P002,166559,166315,29-10-2023
W003,Chandigarh,P002,231690,231499,29-10-2023
W001,New Delhi,P003,358132,358132,29-10-2023
W002,Lucknow,P003,169701,169434,29-10-2023
W003,Chandigarh,P003,217261,217114,29-10-2023
W001,New Delhi,P004,363499,363436,29-10-2023
W002,Lucknow,P004,159497,159171,29-10-2023
W003,Chandigarh,P004,240365,240251,29-10-2023
W001,New Delhi,P005,355243,355094,29-10-2023
W002,Lucknow,P005,161286,160946,29-10-2023
W003,Chandigarh,P005,218071,217561,29-10-2023
W001,New Delhi,P006,359349,359256,29-10-2023
W002,Lucknow,P006,165685,165406,29-10-2023
W003,Chandigarh,P006,235776,235522,29-10-2023
W001,New Delhi,P001,362968,362968,30-10-2023
W002,Lucknow,P001,178324,177958,30-10-2023
W003,Chandigarh,P001,220236,220009,30-10-2023
W001,New Delhi,P002,361442,361384,30-10-2023
W002,Lucknow,P002,167742,167622,30-10-2023
W003,Chandigarh,P002,232926,232776,30-10-2023
W001,New Delhi,P003,359614,359465,30-10-2023
W002,Lucknow,P003,170916,170829,30-10-2023
W003,Chandigarh,P003,218595,218073,30-10-2023
W001,New Delhi,P004,364492,364332,30-10-2023
W002,Lucknow,P004,160227,159663,30-10-2023
W003,Chandigarh,P004,241306,241245,30-10-2023
W001,New Delhi,P005,356405,356405,30-10-2023
W002,Lucknow,P005,162257,161716,30-10-2023
W003,Chandigarh,P005,218871,218588,30-10-2023
W001,New Delhi,P006,360311,360311,30-10-2023
W002,Lucknow,P006,166461,166229,30-10-2023
W003,Chandigarh,P006,236577,236430,30-10-2023
W001,New Delhi,P001,364125,364125,31-10-2023
W002,Lucknow,P001,179115,178864,31-10-2023
W003,Chandigarh,P001,221166,220614,31-10-2023
W001,New Delhi,P002,362945,362945,31-10-2023
W002,Lucknow,P002,169183,168919,31-10-2023
W003,Chandigarh,P002,234336,234163,31-10-2023
W001,New Delhi,P003,361123,361069,31-10-2023
W002,Lucknow,P003,172487,172199,31-10-2023
W003,Chandigarh,P003,219730,219488,31-10-2023
