Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost
O174530,P005,C1651,50,01-10-2024,W015,62500
O174531,P004,C0732,77,01-10-2024,W008,115500
O174532,P002,C1094,93,01-10-2024,W002,46500
O174533,P005,C1902,69,01-10-2024,W015,86250
O174534,P005,C0802,86,01-10-2024,W004,107500
O174535,P006,C1680,96,01-10-2024,W002,120000
O174536,P006,C1486,74,01-10-2024,W010,92500
O174537,P004,C0016,85,01-10-2024,W002,127500
O174538,P003,C1669,87,01-10-2024,W015,43500
O174539,P002,C0720,86,01-10-2024,W002,43000
O174540,P004,C1557,80,01-10-2024,W012,120000
O174541,P001,C1919,72,01-10-2024,W015,36000
O174542,P001,C0397,85,01-10-2024,W003,42500
O174543,P002,C1092,61,01-10-2024,W011,30500
O174544,P003,C1215,89,01-10-2024,W003,44500
O174545,P003,C1607,72,01-10-2024,W008,36000
O174546,P006,C0012,96,01-10-2024,W015,120000
O174547,P002,C1911,94,01-10-2024,W013,47000
O174548,P003,C1944,99,01-10-2024,W010,49500
O174549,P004,C0939,52,01-10-2024,W012,78000
O174550,P005,C1968,99,01-10-2024,W015,123750
O174551,P006,C0943,99,01-10-2024,W015,123750
O174552,P003,C1825,94,01-10-2024,W011,47000
O174553,P001,C1203,92,01-10-2024,W010,46000
O174554,P004,C1034,79,01-10-2024,W009,118500
O174555,P001,C1082,56,01-10-2024,W004,28000
O174556,P006,C1198,52,01-10-2024,W015,65000
O174557,P006,C0092,77,01-10-2024,W010,96250
O174558,P005,C0726,59,01-10-2024,W005,73750
O174559,P003,C0781,74,01-10-2024,W005,37000
O174560,P004,C1279,66,01-10-2024,W004,99000
O174561,P002,C0835,100,01-10-2024,W014,50000
O174562,P002,C0917,66,01-10-2024,W004,33000
O174563,P003,C0953,51,01-10-2024,W014,25500
O174564,P005,C0260,72,01-10-2024,W012,90000
O174565,P004,C1642,95,01-10-2024,W003,142500
O174566,P003,C1910,77,01-10-2024,W004,38500
O174567,P004,C1243,65,01-10-2024,W003,97500
O174568,P002,C1089,80,01-10-2024,W002,40000
O174569,P003,C0345,86,01-10-2024,W010,43000
O174570,P003,C1847,85,01-10-2024,W014,42500
O174571,P003,C0006,51,01-10-2024,W001,25500
O174572,P002,C1816,86,01-10-2024,W005,43000
O174573,P001,C1052,55,01-10-2024,W008,27500
O174574,P004,C0012,93,01-10-2024,W015,139500
O174575,P005,C0065,90,01-10-2024,W003,112500
O174576,P005,C1250,95,01-10-2024,W014,118750
O174577,P001,C1257,96,01-10-2024,W006,48000
O174578,P004,C1860,95,01-10-2024,W003,142500
O174579,P003,C0438,87,01-10-2024,W015,43500
O174580,P005,C1586,89,01-10-2024,W013,111250
O174581,P003,C1051,60,01-10-2024,W010,30000
O174582,P001,C0624,91,01-10-2024,W010,45500
O174583,P004,C0908,97,01-10-2024,W010,145500
O174584,P001,C1915,64,01-10-2024,W002,32000
O174585,P006,C1700,96,01-10-2024,W014,120000
O174586,P005,C1302,90,01-10-2024,W003,112500
O174587,P004,C1252,91,01-10-2024,W010,136500
O174588,P006,C1420,67,01-10-2024,W003,83750
O174589,P004,C1356,71,01-10-2024,W004,106500
O174590,P004,C1892,69,01-10-2024,W012,103500
O174591,P005,C1406,52,01-10-2024,W008,65000
O174592,P004,C1776,51,01-10-2024,W007,76500
O174593,P006,C1925,86,01-10-2024,W015,107500
O174594,P003,C0029,54,01-10-2024,W010,27000
O174595,P001,C0530,72,01-10-2024,W013,36000
O174596,P001,C0516,64,01-10-2024,W005,32000
O174597,P002,C0910,59,01-10-2024,W008,29500
O174598,P006,C0085,52,01-10-2024,W009,65000
O174599,P006,C0019,80,01-10-2024,W005,100000
O174600,P004,C1098,63,01-10-2024,W012,94500
O174601,P006,C0303,94,01-10-2024,W015,117500
O174602,P005,C0271,91,01-10-2024,W012,113750
O174603,P004,C0864,85,01-10-2024,W015,127500
O174604,P001,C1618,70,01-10-2024,W005,35000
O174605,P003,C1848,64,01-10-2024,W010,32000
O174606,P004,C0160,86,01-10-2024,W008,129000
O174607,P006,C1741,67,01-10-2024,W004,83750
O174608,P006,C1478,93,01-10-2024,W015,116250
O174609,P003,C0578,76,01-10-2024,W004,38000
O174610,P002,C0809,85,01-10-2024,W002,42500
O174611,P005,C1891,53,01-10-2024,W004,66250
O174612,P005,C1420,98,01-10-2024,W003,122500
O174613,P005,C1398,96,01-10-2024,W002,120000
O174614,P002,C0678,51,01-10-2024,W006,25500
O174615,P005,C1745,52,01-10-2024,W003,65000
O174616,P006,C0506,72,01-10-2024,W006,90000
O174617,P001,C0665,56,01-10-2024,W010,28000
O174618,P003,C0165,69,01-10-2024,W009,34500
O174619,P001,C0468,54,01-10-2024,W008,27000
O174620,P005,C1975,96,01-10-2024,W004,120000
O174621,P005,C0656,51,01-10-2024,W004,63750
O174622,P006,C0957,73,01-10-2024,W012,91250
O174623,P005,C0973,83,01-10-2024,W015,103750
O174624,P001,C0383,96,01-10-2024,W012,48000
O174625,P005,C0110,65,01-10-2024,W012,81250
O174626,P002,C1364,74,01-10-2024,W005,37000
O174627,P005,C1663,80,01-10-2024,W003,100000
O174628,P003,C1660,63,01-10-2024,W015,31500
O174629,P004,C0188,51,01-10-2024,W004,76500
O174630,P004,C1401,87,01-10-2024,W004,130500
O174631,P005,C0292,100,01-10-2024,W006,125000
O174632,P003,C0425,70,01-10-2024,W015,35000
O174633,P006,C1686,55,01-10-2024,W015,68750
O174634,P003,C0375,58,01-10-2024,W014,29000
O174635,P006,C1785,64,01-10-2024,W012,80000
O174636,P001,C1132,100,01-10-2024,W004,50000
O174637,P003,C1126,53,01-10-2024,W002,26500
O174638,P003,C0449,66,01-10-2024,W007,33000
O174639,P006,C1310,84,01-10-2024,W013,105000
O174640,P003,C0081,66,01-10-2024,W004,33000
O174641,P005,C0361,81,01-10-2024,W005,101250
O174642,P005,C1585,64,01-10-2024,W010,80000
O174643,P001,C1801,64,01-10-2024,W005,32000
O174644,P006,C1356,94,01-10-2024,W004,117500
O174645,P001,C0696,66,01-10-2024,W004,33000
O174646,P001,C1690,57,01-10-2024,W012,28500
O174647,P003,C0620,84,01-10-2024,W006,42000
O174648,P002,C1427,62,01-10-2024,W015,31000
O174649,P002,C0549,64,01-10-2024,W013,32000
O174650,P005,C1338,77,01-10-2024,W005,96250
O174651,P005,C1677,100,01-10-2024,W010,125000
O174652,P004,C1193,83,01-10-2024,W004,124500
O174653,P003,C1518,73,01-10-2024,W004,36500
O174654,P006,C0815,91,01-10-2024,W014,113750
O174655,P002,C0500,97,01-10-2024,W004,48500
O174656,P004,C0242,52,01-10-2024,W015,78000
O174657,P003,C0250,96,01-10-2024,W004,48000
O174658,P003,C0797,95,01-10-2024,W015,47500
O174659,P002,C1171,98,01-10-2024,W013,49000
O174660,P006,C1106,90,01-10-2024,W012,112500
O174661,P001,C0836,61,01-10-2024,W004,30500
O174662,P003,C0958,92,01-10-2024,W014,46000
O174663,P005,C0702,96,01-10-2024,W014,120000
O174664,P004,C1084,100,01-10-2024,W006,150000
O174665,P005,C1401,73,01-10-2024,W004,91250
O174666,P005,C0492,99,01-10-2024,W014,123750
O174667,P006,C1978,77,01-10-2024,W006,96250
O174668,P004,C1739,79,01-10-2024,W005,118500
O174669,P002,C1533,69,01-10-2024,W002,34500
O174670,P004,C0816,87,01-10-2024,W006,130500
O174671,P001,C1937,67,01-10-2024,W002,33500
O174672,P005,C0524,70,01-10-2024,W007,87500
O174673,P001,C1219,70,01-10-2024,W004,35000
O174674,P001,C1870,99,01-10-2024,W013,49500
O174675,P005,C1419,78,01-10-2024,W001,97500
O174676,P003,C0975,53,01-10-2024,W008,26500
O174677,P003,C0203,95,01-10-2024,W005,47500
O174678,P002,C0188,74,01-10-2024,W004,37000
O174679,P004,C1117,87,01-10-2024,W011,130500
O174680,P006,C1910,96,01-10-2024,W004,120000
O174681,P006,C1991,77,01-10-2024,W013,96250
O174682,P004,C1780,100,01-10-2024,W002,150000
O174683,P004,C0500,92,01-10-2024,W004,138000
O174684,P005,C0932,78,01-10-2024,W010,97500
O174685,P005,C1084,70,01-10-2024,W006,87500
O174686,P005,C1741,65,01-10-2024,W004,81250
O174687,P004,C1469,100,01-10-2024,W013,150000
O174688,P006,C0311,72,01-10-2024,W014,90000
O174689,P002,C0013,100,01-10-2024,W001,50000
O174690,P004,C1694,55,01-10-2024,W015,82500
O174691,P004,C1745,89,01-10-2024,W003,133500
O174692,P002,C1362,60,01-10-2024,W015,30000
O174693,P005,C0602,57,01-10-2024,W012,71250
O174694,P003,C1563,63,01-10-2024,W013,31500
O174695,P003,C0897,91,01-10-2024,W012,45500
O174696,P006,C1172,55,01-10-2024,W005,68750
O174697,P006,C1687,68,01-10-2024,W004,85000
O174698,P004,C1804,84,01-10-2024,W011,126000
O174699,P001,C0178,96,01-10-2024,W004,48000
O174700,P001,C0860,74,01-10-2024,W010,37000
O174701,P002,C0302,72,01-10-2024,W012,36000
O174702,P004,C1655,91,01-10-2024,W004,136500
O174703,P006,C1242,53,01-10-2024,W011,66250
O174704,P004,C0951,76,01-10-2024,W006,114000
O174705,P002,C1263,69,01-10-2024,W003,34500
O174706,P006,C1948,61,01-10-2024,W014,76250
O174707,P001,C1686,90,01-10-2024,W015,45000
O174708,P002,C0040,60,01-10-2024,W014,30000
O174709,P006,C1599,98,01-10-2024,W013,122500
O174710,P004,C0280,76,01-10-2024,W012,114000
O174711,P005,C0839,71,01-10-2024,W015,88750
O174712,P001,C0726,72,01-10-2024,W005,36000
O174713,P005,C0010,62,01-10-2024,W002,77500
O174714,P002,C1417,73,01-10-2024,W009,36500
O174715,P004,C0534,57,01-10-2024,W011,85500
O174716,P002,C0680,59,01-10-2024,W002,29500
O174717,P004,C0088,92,01-10-2024,W015,138000
O174718,P004,C0750,72,01-10-2024,W006,108000
O174719,P005,C0384,84,01-10-2024,W012,105000
O174720,P004,C0894,77,01-10-2024,W012,115500
O174721,P001,C1057,77,02-10-2024,W002,38500
O174722,P001,C0362,91,02-10-2024,W010,45500
O174723,P004,C1717,88,02-10-2024,W005,132000
O174724,P004,C1318,70,02-10-2024,W013,105000
O174725,P006,C1818,68,02-10-2024,W010,85000
O174726,P001,C1042,91,02-10-2024,W008,45500
O174727,P005,C1142,72,02-10-2024,W003,90000
O174728,P002,C0931,57,02-10-2024,W002,28500
O174729,P004,C1394,66,02-10-2024,W004,99000
O174730,P006,C0143,89,02-10-2024,W015,111250
O174731,P004,C1834,84,02-10-2024,W008,126000
O174732,P006,C1486,60,02-10-2024,W010,75000
O174733,P001,C0939,100,02-10-2024,W012,50000
O174734,P005,C1201,50,02-10-2024,W015,62500
O174735,P006,C1504,59,02-10-2024,W004,73750
O174736,P004,C0704,57,02-10-2024,W004,85500
O174737,P005,C1943,82,02-10-2024,W015,102500
O174738,P003,C1473,50,02-10-2024,W010,25000
O174739,P001,C1269,76,02-10-2024,W004,38000
O174740,P001,C1370,83,02-10-2024,W015,41500
O174741,P004,C0150,81,02-10-2024,W009,121500
O174742,P006,C0770,60,02-10-2024,W005,75000
O174743,P001,C0836,82,02-10-2024,W004,41000
O174744,P002,C0387,89,02-10-2024,W015,44500
O174745,P002,C1649,56,02-10-2024,W004,28000
O174746,P002,C1049,91,02-10-2024,W014,45500
O174747,P001,C1859,69,02-10-2024,W002,34500
O174748,P004,C0411,85,02-10-2024,W006,127500
O174749,P005,C0051,67,02-10-2024,W015,83750
O174750,P003,C1567,99,02-10-2024,W015,49500
O174751,P006,C1313,68,02-10-2024,W006,85000
O174752,P006,C1858,84,02-10-2024,W005,105000
O174753,P004,C1003,90,02-10-2024,W015,135000
O174754,P003,C1777,67,02-10-2024,W004,33500
O174755,P002,C0633,75,02-10-2024,W008,37500
O174756,P003,C1719,68,02-10-2024,W005,34000
O174757,P006,C0983,98,02-10-2024,W008,122500
O174758,P003,C1031,53,02-10-2024,W002,26500
O174759,P003,C1263,88,02-10-2024,W003,44000
O174760,P001,C1162,55,02-10-2024,W002,27500
O174761,P003,C0642,82,02-10-2024,W002,41000
O174762,P001,C1571,57,02-10-2024,W006,28500
O174763,P005,C0976,91,02-10-2024,W004,113750
O174764,P001,C0511,62,02-10-2024,W010,31000
O174765,P003,C0906,99,02-10-2024,W015,49500
O174766,P002,C0677,91,02-10-2024,W012,45500
O174767,P005,C0023,50,02-10-2024,W002,62500
O174768,P005,C1842,66,02-10-2024,W012,82500
O174769,P001,C0652,66,02-10-2024,W005,33000
O174770,P002,C0983,85,02-10-2024,W008,42500
O174771,P001,C1371,94,02-10-2024,W011,47000
O174772,P004,C0339,64,02-10-2024,W004,96000
O174773,P002,C1848,70,02-10-2024,W010,35000
O174774,P002,C1717,75,02-10-2024,W005,37500
O174775,P006,C0996,82,02-10-2024,W008,102500
O174776,P004,C0017,68,02-10-2024,W013,102000
O174777,P001,C0333,75,02-10-2024,W015,37500
O174778,P005,C0971,77,02-10-2024,W014,96250
O174779,P002,C0363,75,02-10-2024,W002,37500
O174780,P003,C0197,75,02-10-2024,W015,37500
O174781,P001,C1951,83,02-10-2024,W012,41500
O174782,P002,C1037,66,02-10-2024,W014,33000
O174783,P002,C1986,82,02-10-2024,W014,41000
O174784,P006,C0506,98,02-10-2024,W006,122500
O174785,P004,C1198,66,02-10-2024,W015,99000
O174786,P005,C1809,63,02-10-2024,W015,78750
O174787,P001,C0368,58,02-10-2024,W005,29000
O174788,P001,C0716,95,02-10-2024,W003,47500
O174789,P005,C0782,54,02-10-2024,W010,67500
O174790,P003,C0367,57,02-10-2024,W006,28500
O174791,P005,C0835,65,02-10-2024,W014,81250
O174792,P006,C1052,97,02-10-2024,W008,121250
O174793,P002,C0694,66,02-10-2024,W004,33000
O174794,P001,C0035,92,02-10-2024,W014,46000
O174795,P001,C0024,69,02-10-2024,W010,34500
O174796,P001,C1902,55,02-10-2024,W015,27500
O174797,P003,C0957,78,02-10-2024,W012,39000
O174798,P004,C1274,57,02-10-2024,W012,85500
O174799,P006,C0633,73,02-10-2024,W008,91250
O174800,P006,C1243,70,02-10-2024,W003,87500
O174801,P003,C0763,100,02-10-2024,W006,50000
O174802,P001,C1080,75,02-10-2024,W005,37500
O174803,P005,C0361,72,02-10-2024,W005,90000
O174804,P003,C1201,56,02-10-2024,W015,28000
O174805,P006,C1760,57,02-10-2024,W012,71250
O174806,P006,C1176,78,02-10-2024,W015,97500
O174807,P005,C1257,91,02-10-2024,W006,113750
O174808,P004,C0922,94,02-10-2024,W002,141000
O174809,P004,C0326,86,02-10-2024,W008,129000
O174810,P002,C1688,51,02-10-2024,W003,25500
O174811,P003,C0300,100,02-10-2024,W015,50000
O174812,P002,C0238,85,02-10-2024,W010,42500
O174813,P004,C0778,75,02-10-2024,W003,112500
O174814,P004,C1519,59,02-10-2024,W010,88500
O174815,P006,C0275,65,02-10-2024,W006,81250
O174816,P005,C1171,73,02-10-2024,W013,91250
O174817,P003,C1226,99,02-10-2024,W010,49500
O174818,P006,C0060,57,02-10-2024,W004,71250
O174819,P002,C1609,81,02-10-2024,W005,40500
O174820,P002,C0446,70,02-10-2024,W013,35000
O174821,P006,C1721,54,02-10-2024,W006,67500
O174822,P006,C1253,59,02-10-2024,W006,73750
O174823,P006,C1650,73,02-10-2024,W015,91250
O174824,P005,C1157,77,02-10-2024,W012,96250
O174825,P001,C1708,87,02-10-2024,W005,43500
O174826,P006,C1952,89,02-10-2024,W014,111250
O174827,P004,C1823,76,02-10-2024,W004,114000
O174828,P006,C1570,89,02-10-2024,W015,111250
O174829,P005,C0823,83,02-10-2024,W006,103750
O174830,P001,C1485,77,02-10-2024,W010,38500
O174831,P004,C0467,75,02-10-2024,W007,112500
O174832,P005,C1721,66,02-10-2024,W006,82500
O174833,P006,C0351,92,02-10-2024,W002,115000
O174834,P005,C1735,60,02-10-2024,W005,75000
O174835,P006,C0777,53,02-10-2024,W002,66250
O174836,P003,C0261,79,02-10-2024,W010,39500
O174837,P005,C0923,69,02-10-2024,W002,86250
O174838,P006,C0664,86,02-10-2024,W006,107500
O174839,P001,C1553,57,02-10-2024,W002,28500
O174840,P003,C0432,80,02-10-2024,W006,40000
O174841,P006,C1672,87,02-10-2024,W014,108750
O174842,P006,C1754,56,02-10-2024,W006,70000
O174843,P001,C1052,78,02-10-2024,W008,39000
O174844,P001,C0951,64,02-10-2024,W006,32000
O174845,P006,C1313,86,02-10-2024,W006,107500
O174846,P005,C1882,59,02-10-2024,W014,73750
O174847,P006,C1098,91,02-10-2024,W012,113750
O174848,P003,C1167,72,02-10-2024,W003,36000
O174849,P002,C0727,53,02-10-2024,W010,26500
O174850,P001,C0427,62,02-10-2024,W003,31000
O174851,P002,C1526,95,02-10-2024,W012,47500
O174852,P004,C1703,55,02-10-2024,W015,82500
O174853,P001,C1793,92,02-10-2024,W009,46000
O174854,P004,C0810,75,02-10-2024,W002,112500
O174855,P005,C1252,96,02-10-2024,W010,120000
O174856,P004,C1323,52,02-10-2024,W004,78000
O174857,P005,C1423,55,02-10-2024,W015,68750
O174858,P005,C0334,80,02-10-2024,W002,100000
O174859,P005,C0017,50,02-10-2024,W013,62500
O174860,P003,C1692,50,02-10-2024,W003,25000
O174861,P002,C1184,93,02-10-2024,W004,46500
O174862,P004,C0390,57,02-10-2024,W011,85500
O174863,P002,C1731,54,02-10-2024,W006,27000
O174864,P003,C0172,95,02-10-2024,W010,47500
O174865,P006,C1053,78,02-10-2024,W001,97500
O174866,P003,C0830,58,02-10-2024,W015,29000
O174867,P002,C0060,98,02-10-2024,W004,49000
O174868,P001,C0490,56,02-10-2024,W010,28000
O174869,P006,C0996,66,02-10-2024,W008,82500
O174870,P006,C0862,51,02-10-2024,W011,63750
O174871,P003,C0758,51,02-10-2024,W012,25500
O174872,P005,C1614,87,02-10-2024,W004,108750
O174873,P006,C1037,77,02-10-2024,W014,96250
O174874,P003,C1973,72,02-10-2024,W009,36000
O174875,P003,C1162,94,02-10-2024,W002,47000
O174876,P006,C1782,63,02-10-2024,W005,78750
O174877,P005,C1787,64,02-10-2024,W003,80000
O174878,P004,C1500,54,02-10-2024,W010,81000
O174879,P006,C1445,73,02-10-2024,W010,91250
O174880,P002,C0292,75,02-10-2024,W006,37500
O174881,P003,C1792,99,02-10-2024,W015,49500
O174882,P001,C0172,54,02-10-2024,W010,27000
O174883,P005,C1412,73,02-10-2024,W015,91250
O174884,P001,C0044,98,02-10-2024,W003,49000
O174885,P002,C1158,81,02-10-2024,W010,40500
O174886,P002,C1279,60,02-10-2024,W004,30000
O174887,P002,C0560,91,02-10-2024,W008,45500
O174888,P002,C0058,95,02-10-2024,W014,47500
O174889,P004,C1494,64,02-10-2024,W002,96000
O174890,P005,C1363,89,02-10-2024,W005,111250
O174891,P002,C1414,54,02-10-2024,W006,27000
O174892,P002,C1916,97,02-10-2024,W004,48500
O174893,P004,C0317,78,02-10-2024,W004,117000
O174894,P004,C1393,51,02-10-2024,W002,76500
O174895,P002,C1326,67,02-10-2024,W008,33500
O174896,P003,C0763,100,02-10-2024,W006,50000
O174897,P004,C0928,90,02-10-2024,W015,135000
O174898,P003,C0212,61,02-10-2024,W006,30500
O174899,P006,C0184,61,02-10-2024,W002,76250
O174900,P005,C0503,67,02-10-2024,W004,83750
O174901,P002,C1159,71,02-10-2024,W001,35500
O174902,P004,C1853,69,02-10-2024,W007,103500
O174903,P006,C1247,99,02-10-2024,W002,123750
O174904,P004,C1464,92,02-10-2024,W012,138000
O174905,P006,C0453,56,02-10-2024,W004,70000
O174906,P005,C1902,55,02-10-2024,W015,68750
O174907,P006,C0550,55,02-10-2024,W004,68750
O174908,P005,C0129,68,02-10-2024,W015,85000
O174909,P002,C1778,90,02-10-2024,W012,45000
O174910,P004,C0854,65,02-10-2024,W001,97500
O174911,P004,C1363,85,02-10-2024,W005,127500
O174912,P004,C0121,54,02-10-2024,W010,81000
O174913,P003,C1201,99,02-10-2024,W015,49500
O174914,P006,C1189,77,02-10-2024,W003,96250
O174915,P006,C0877,93,02-10-2024,W015,116250
O174916,P006,C0037,63,02-10-2024,W010,78750
O174917,P002,C0985,91,02-10-2024,W009,45500
O174918,P002,C0667,84,02-10-2024,W014,42000
O174919,P002,C1333,86,02-10-2024,W010,43000
O174920,P005,C0946,90,02-10-2024,W013,112500
O174921,P004,C1833,61,02-10-2024,W013,91500
O174922,P003,C1020,62,02-10-2024,W004,31000
O174923,P002,C1627,86,02-10-2024,W006,43000
O174924,P003,C0784,79,02-10-2024,W010,39500
O174925,P005,C1530,98,02-10-2024,W015,122500
O174926,P005,C1437,74,02-10-2024,W005,92500
O174927,P006,C1133,72,02-10-2024,W015,90000
O174928,P001,C1514,52,02-10-2024,W010,26000
O174929,P001,C0850,90,02-10-2024,W003,45000
O174930,P004,C0312,58,02-10-2024,W003,87000
O174931,P006,C1714,85,02-10-2024,W013,106250
O174932,P006,C1090,100,02-10-2024,W004,125000
O174933,P006,C0955,77,02-10-2024,W010,96250
O174934,P004,C1443,56,02-10-2024,W004,84000
O174935,P001,C1560,82,02-10-2024,W014,41000
O174936,P003,C1906,67,02-10-2024,W015,33500
O174937,P004,C0740,68,02-10-2024,W015,102000
O174938,P006,C1405,59,02-10-2024,W012,73750
O174939,P002,C1961,58,02-10-2024,W015,29000
O174940,P005,C0457,64,02-10-2024,W006,80000
O174941,P003,C1443,77,02-10-2024,W004,38500
O174942,P002,C0318,56,02-10-2024,W014,28000
O174943,P003,C0121,78,02-10-2024,W010,39000
O174944,P002,C1121,59,02-10-2024,W004,29500
O174945,P001,C1247,52,02-10-2024,W002,26000
O174946,P004,C0318,62,02-10-2024,W014,93000
O174947,P001,C0940,96,02-10-2024,W003,48000
O174948,P002,C0605,73,02-10-2024,W015,36500
O174949,P003,C1384,54,02-10-2024,W012,27000
O174950,P004,C0751,93,02-10-2024,W004,139500
O174951,P002,C0541,51,02-10-2024,W009,25500
O174952,P006,C0513,79,02-10-2024,W004,98750
O174953,P002,C1551,85,02-10-2024,W002,42500
O174954,P002,C0060,76,02-10-2024,W004,38000
O174955,P002,C0447,98,02-10-2024,W013,49000
O174956,P004,C0846,62,02-10-2024,W010,93000
O174957,P004,C0766,56,02-10-2024,W010,84000
O174958,P001,C0404,82,02-10-2024,W005,41000
O174959,P004,C1352,67,02-10-2024,W004,100500
O174960,P005,C0013,73,02-10-2024,W001,91250
O174961,P001,C1767,66,02-10-2024,W015,33000
O174962,P006,C0615,72,02-10-2024,W013,90000
O174963,P002,C0707,68,02-10-2024,W009,34000
O174964,P006,C1564,69,02-10-2024,W014,86250
O174965,P005,C1526,62,02-10-2024,W012,77500
O174966,P006,C0555,58,02-10-2024,W006,72500
O174967,P006,C0140,89,02-10-2024,W015,111250
O174968,P004,C1261,68,02-10-2024,W005,102000
O174969,P004,C0610,66,02-10-2024,W010,99000
O174970,P001,C0238,87,02-10-2024,W010,43500
O174971,P004,C0724,95,02-10-2024,W004,142500
O174972,P001,C0931,91,02-10-2024,W002,45500
O174973,P004,C0105,50,02-10-2024,W003,75000
O174974,P003,C1476,89,02-10-2024,W001,44500
O174975,P004,C0557,89,02-10-2024,W002,133500
O174976,P003,C0617,71,02-10-2024,W012,35500
O174977,P001,C1630,97,02-10-2024,W005,48500
O174978,P002,C0467,67,02-10-2024,W007,33500
O174979,P004,C1713,50,02-10-2024,W004,75000
O174980,P005,C1534,78,02-10-2024,W010,97500
